catalog_number,item_name,item_type,price,color,image_url,link
BC-SO-083,"Osaka sofa with resting unit, tufted seat",sofas,"$4,069.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Osaka_sofa_with_resting_unit_tufted_seat.jpg,https://www.boconcept.com/en-us/p/osaka/433ae22-10:40104220_2-14:3164-21:4/
BC-SO-084,"Berne 2,5 seater",sofas,"$3,869.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Berne_25_seater.jpg,https://www.boconcept.com/en-us/p/berne/4452501-9:0075-14:2058/
BC-SO-085,Hampton corner sofa with adjustable back and lounging unit,sofas,"$11,690.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Hampton_corner_sofa_with_adjustable_back_and_lounging_unit.jpg,https://www.boconcept.com/en-us/p/hampton/441av00-10:441_sofaleg_1-14:2063-17:6-21:5/
BC-SO-086,Carlton sofa,sofas,"$7,199.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Carlton_sofa.jpg,https://www.boconcept.com/en-us/p/carlton/417ad42-10:40104200_1-14:2257/
BC-SO-087,Carmo ottoman,sofas,"$2,149.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Carmo_ottoman.jpg,https://www.boconcept.com/en-us/p/carmo/4120300-2:383-10:416_sofaleg_1-14:3091/
BC-SO-088,"Hampton sofa with adjustable back, resting unit and storage both sides",sofas,"$10,990.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back_resting_unit_and_storage_both_sides.jpg,https://www.boconcept.com/en-us/p/hampton/441bf00-3:6-10:441_sofaleg_1-14:2257-17:6-21:4/
BC-SO-089,"Nawabari 3 seater, low leg",sofas,"$4,149.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Nawabari_3_seater_low_leg.jpg,https://www.boconcept.com/en-us/p/nawabari/4473001-9:447_leg_low-14:3221/
BC-SO-090,Milano 3-seater divided,sofas,"$7,359.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Milano_3_seater_divided.jpg,https://www.boconcept.com/en-us/p/milano/480aa00-14:3331/
BC-SO-091,Zürich corner sofa with lounging unit,sofas,"$9,869.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Zürich_corner_sofa_with_lounging_unit.jpg,https://www.boconcept.com/en-us/p/zürich/442ak00-9:0075-14:3091-21:4/
BC-SO-092,Carmo 2-seater sofa,sofas,"$3,599.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Carmo_2_seater_sofa.jpg,https://www.boconcept.com/en-us/p/carmo/4122001-10:416_sofaleg_1-14:2063/
BC-SO-093,Salamanca 2-seater sofa,sofas,"$7,489.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray",BoConcept_catalog/sofas/Salamanca_2_seater_sofa.jpg,https://www.boconcept.com/en-us/p/salamanca/448aa00-10:448_sofaleg_0075-14:3091/
BC-SO-094,Indivi ottoman,sofas,"$1,059.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Indivi_ottoman.jpg,https://www.boconcept.com/en-us/p/indivi/422be00-2:395-10:422_sofaleg_high_0708-14:2063/
BC-SO-095,Salamanca 4-seater sofa,sofas,"$10,890.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray",BoConcept_catalog/sofas/Salamanca_4_seater_sofa.jpg,https://www.boconcept.com/en-us/p/salamanca/448ac00-10:448_sofaleg_0075-14:3201/
BC-SO-096,Carlton sofa,sofas,"$4,199.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Carlton_sofa.jpg,https://www.boconcept.com/en-us/p/carlton/417ac42-10:40104200_1-14:3221/
BC-SO-097,"Nawabari 2 seater, low leg",sofas,"$5,099.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Nawabari_2_seater_low_leg.jpg,https://www.boconcept.com/en-us/p/nawabari/4472001-9:447_leg_low-14:3211/
BC-SO-098,Hampton sofa with adjustable back and resting unit left side,sofas,"$10,690.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back_and_resting_unit_left_side.jpg,https://www.boconcept.com/en-us/p/hampton/441ba00-10:441_sofaleg_1-14:2250-17:6-21:4/
BC-SO-099,Salamanca pouf small,sofas,"$1,749.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray",BoConcept_catalog/sofas/Salamanca_pouf_small.jpg,https://www.boconcept.com/en-us/p/salamanca/4480100-10:448_sofaleg_0075-14:3097/
BC-SO-100,Bergamo deco cushions,sofas,$229.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Bergamo_deco_cushions.jpg,https://www.boconcept.com/en-us/p/bergamo/4439000-14:3090/
BC-SO-101,Carlton sofa with resting unit,sofas,"$10,290.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Carlton_sofa_with_resting_unit.jpg,https://www.boconcept.com/en-us/p/carlton/417ae42-10:40104200_1-14:2252-21:4/
BC-SO-102,Hampton sofa with adjustable back,sofas,"$6,569.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back.jpg,https://www.boconcept.com/en-us/p/hampton/4412501-10:441_sofaleg_1-14:2250/
BC-SO-103,Hampton corner sofa with adjustable back and storage,sofas,"$10,390.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Hampton_corner_sofa_with_adjustable_back_and_storage.jpg,https://www.boconcept.com/en-us/p/hampton/441ap00-10:441_sofaleg_1-14:3063-21:4/
BC-SO-104,"Salamanca open end, left",sofas,"$6,149.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray",BoConcept_catalog/sofas/Salamanca_open_end_left.jpg,https://www.boconcept.com/en-us/p/salamanca/4488000-10:448_sofaleg_0075-14:3097-21:4/
BC-SO-105,"Osaka sofa with resting unit, tufted seat",sofas,"$7,569.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Osaka_sofa_with_resting_unit_tufted_seat.jpg,https://www.boconcept.com/en-us/p/osaka/433av22-10:40104220_3-14:5145-21:4/
BC-SO-106,Milano 2.5-seater sofa,sofas,"$6,399.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Milano_25_seater_sofa.jpg,https://www.boconcept.com/en-us/p/milano/4802501-14:3331/
BC-SO-107,Taylor ottoman,sofas,"$1,749.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Taylor_ottoman.jpg,https://www.boconcept.com/en-us/p/taylor/4990510-14:3143/
BC-SO-108,Salamanca sofa with resting unit,sofas,"$9,889.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray",BoConcept_catalog/sofas/Salamanca_sofa_with_resting_unit.jpg,https://www.boconcept.com/en-us/p/salamanca/448aq00-10:448_sofaleg_0075-14:2063/
BC-SO-109,Carlton sofa with lounging units,sofas,"$8,059.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Carlton_sofa_with_lounging_units.jpg,https://www.boconcept.com/en-us/p/carlton/417ao42-10:40104200_1-14:3221-21:4/
BC-SO-110,Carmo 2.5-seater sofa,sofas,"$3,759.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Carmo_25_seater_sofa.jpg,https://www.boconcept.com/en-us/p/carmo/4122502-10:416_sofaleg_1-14:2063-21:4/
BC-SO-111,Zürich 2 seater,sofas,"$4,169.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Zürich_2_seater.jpg,https://www.boconcept.com/en-us/p/zürich/4422001-9:0075-14:2063/
BC-SO-112,Hampton sofa with adjustable back and storage on the right side,sofas,"$9,239.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back_and_storage_on_the_right_side.jpg,https://www.boconcept.com/en-us/p/hampton/441ac00-3:5-10:441_sofaleg_1-14:2257/
BC-SO-113,Salamanca cushion,sofas,$299.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray",BoConcept_catalog/sofas/Salamanca_cushion.jpg,https://www.boconcept.com/en-us/p/salamanca/4489010-14:2063/
BC-SO-114,Carmo corner module,sofas,"$4,099.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Carmo_corner_module.jpg,https://www.boconcept.com/en-us/p/carmo/4126000-10:416_sofaleg_1-14:5150/
BC-SO-115,Zürich corner sofa with lounging unit,sofas,"$5,699.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Zürich_corner_sofa_with_lounging_unit.jpg,https://www.boconcept.com/en-us/p/zürich/442ah00-9:0075-14:2110-21:5/
BC-SO-116,"Salamanca open end, right",sofas,"$6,149.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray",BoConcept_catalog/sofas/Salamanca_open_end_right.jpg,https://www.boconcept.com/en-us/p/salamanca/4488500-10:448_sofaleg_0075-14:2063-21:5/
BC-SO-117,"Carmo 1-seater, no armrests",sofas,"$2,399.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Carmo_1_seater_no_armrests.jpg,https://www.boconcept.com/en-us/p/carmo/4121250-10:416_sofaleg_1-14:2063/
BC-SO-118,Amsterdam cushion,sofas,$399.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Amsterdam_cushion.jpg,https://www.boconcept.com/en-us/p/amsterdam/4359000-14:3032/
BC-SO-119,Carlton sofa,sofas,"$5,259.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Carlton_sofa.jpg,https://www.boconcept.com/en-us/p/carlton/417ab42-10:40104200_1-14:2063/
BC-SO-120,Hampton corner sofa with adjustable back and storage on left side,sofas,"$15,990.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Hampton_corner_sofa_with_adjustable_back_and_storage_on_left_side.jpg,https://www.boconcept.com/en-us/p/hampton/441an00-3:4-10:441_sofaleg_1-14:2255-21:4/
BC-SO-121,"Salamanca 1.5-seater, left arm",sofas,"$5,349.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray",BoConcept_catalog/sofas/Salamanca_15_seater_left_arm.jpg,https://www.boconcept.com/en-us/p/salamanca/4481502-10:448_sofaleg_0075-14:2063-21:4/
BC-SO-122,Carmo 2-seater sofa,sofas,"$3,359.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Carmo_2_seater_sofa.jpg,https://www.boconcept.com/en-us/p/carmo/4122002-10:416_sofaleg_1-14:2063/
BC-SO-123,Carmo sofa with open end,sofas,"$2,699.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Carmo_sofa_with_open_end.jpg,https://www.boconcept.com/en-us/p/carmo/4125000-10:416_sofaleg_1-14:2063-21:4/
BC-SO-124,Bergamo chaise longue sofa with storage,sofas,"$9,689.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Bergamo_chaise_longue_sofa_with_storage.jpg,https://www.boconcept.com/en-us/p/bergamo/443bb00-14:3202-21:4/
BC-SO-125,Bergamo stand alone pouf,sofas,"$2,049.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Bergamo_stand_alone_pouf.jpg,https://www.boconcept.com/en-us/p/bergamo/4430200-14:2063/
BC-SO-126,Southampton pouf on wheels with storage,sofas,"$2,319.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Southampton_pouf_on_wheels_with_storage.jpg,https://www.boconcept.com/en-us/p/southampton/4990540-14:2063/
BC-SO-127,Bergamo sofa with lounging unit,sofas,"$8,249.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Bergamo_sofa_with_lounging_unit.jpg,https://www.boconcept.com/en-us/p/bergamo/443ac00-14:2063-21:5/
BC-SO-128,Hampton corner sofa with adjustable back,sofas,"$15,790.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Hampton_corner_sofa_with_adjustable_back.jpg,https://www.boconcept.com/en-us/p/hampton/441al00-10:441_sofaleg_1-14:2257-21:4/
BC-SO-129,Carmo chaise longue left,sofas,"$3,479.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Carmo_chaise_longue_left.jpg,https://www.boconcept.com/en-us/p/carmo/4124302-10:416_sofaleg_1-14:2063-21:4/
BC-SO-130,Hampton sofa with adjustable back and storage on the right side,sofas,"$5,999.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back_and_storage_on_the_right_side.jpg,https://www.boconcept.com/en-us/p/hampton/4412511-3:5-10:441_sofaleg_1-14:2063/
BC-SO-131,Zürich corner sofa with lounging unit,sofas,"$9,299.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Zürich_corner_sofa_with_lounging_unit.jpg,https://www.boconcept.com/en-us/p/zürich/442ai00-9:0075-14:2065-21:4/
BC-SO-132,Bergamo chaise longue sofa,sofas,"$7,899.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Bergamo_chaise_longue_sofa.jpg,https://www.boconcept.com/en-us/p/bergamo/443bh00-14:3202-21:5/
BC-SO-133,Milano 2-seater sofa,sofas,"$5,249.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Milano_2_seater_sofa.jpg,https://www.boconcept.com/en-us/p/milano/4802001-14:2063/
BC-SO-134,"Salamanca chaise longue, left arm",sofas,"$4,549.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray",BoConcept_catalog/sofas/Salamanca_chaise_longue_left_arm.jpg,https://www.boconcept.com/en-us/p/salamanca/4484002-10:448_sofaleg_0075-14:2063-21:4/
BC-SO-135,Carmo armchair,sofas,"$2,669.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Carmo_armchair.jpg,https://www.boconcept.com/en-us/p/carmo/4121253-10:416_sofaleg_1-14:2063/
BC-SO-136,"Hampton sofa with adjustable back and lounging unit right side, storage and armrest left side",sofas,"$7,989.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back_and_lounging_unit_right_side_storage_and_armrest_left_side.jpg,https://www.boconcept.com/en-us/p/hampton/4412712-3:4-10:441_sofaleg_1-14:2255-17:6-21:5/
BC-SO-137,Hampton pouf with storage left and right sides,sofas,"$2,569.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Hampton_pouf_with_storage_left_and_right_sides.jpg,https://www.boconcept.com/en-us/p/hampton/4410110-9:0165-14:2255/
BC-SO-138,Zürich ottoman,sofas,"$1,769.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Zürich_ottoman.jpg,https://www.boconcept.com/en-us/p/zürich/4420100-9:0075-14:3091/
BC-SO-139,"Hampton sofa with adjustable back and lounging unit left side, armrest right",sofas,"$7,449.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back_and_lounging_unit_left_side_armrest_right.jpg,https://www.boconcept.com/en-us/p/hampton/4412703-10:441_sofaleg_1-14:2250-17:6-21:4/
BC-SO-140,Hampton sofa with adjustable back and storage on the right side,sofas,"$3,899.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back_and_storage_on_the_right_side.jpg,https://www.boconcept.com/en-us/p/hampton/4412011-3:5-10:441_sofaleg_1-14:3063/
BC-SO-141,"Carmo open end, angled, right",sofas,"$7,799.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Carmo_open_end_angled_right.jpg,https://www.boconcept.com/en-us/p/carmo/4128000-10:416_sofaleg_1-14:2063-21:5/
BC-SO-142,Milano ottoman,sofas,"$2,549.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Milano_ottoman.jpg,https://www.boconcept.com/en-us/p/milano/4800100-14:3331/
BC-SO-143,Carlton ottoman,sofas,"$2,559.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Carlton_ottoman.jpg,https://www.boconcept.com/en-us/p/carlton/417aa42-10:40104200_1-14:2255/
BC-SO-144,Hampton sofa with adjustable back,sofas,"$5,769.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back.jpg,https://www.boconcept.com/en-us/p/hampton/441aa00-10:441_sofaleg_1-14:3063-21:4/
BC-SO-145,"Carmo 1-seater, no armrests",sofas,"$2,269.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Carmo_1_seater_no_armrests.jpg,https://www.boconcept.com/en-us/p/carmo/4121000-10:416_sofaleg_1-14:2063/
BC-SO-146,"Salamanca chaise longue, right arm",sofas,"$4,549.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray",BoConcept_catalog/sofas/Salamanca_chaise_longue_right_arm.jpg,https://www.boconcept.com/en-us/p/salamanca/4484003-10:448_sofaleg_0075-14:2063-21:5/
BC-SO-147,Indivi headrest,sofas,$519.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Indivi_headrest.jpg,https://www.boconcept.com/en-us/p/indivi/4229022-14:2063/
BC-SO-148,Hampton sofa with adjustable back,sofas,"$3,699.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back.jpg,https://www.boconcept.com/en-us/p/hampton/4412001-10:441_sofaleg_1-14:3063/
BC-SO-149,Milano 4-seater,sofas,"$9,199.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Designer_Sofas.jpg,https://www.boconcept.com/en-us/p/milano/480ad00-14:2063/
BC-SO-150,Hampton corner sofa with adjustable back and storage on left side,sofas,"$13,290.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Designer_Sofas.jpg,https://www.boconcept.com/en-us/p/hampton/441ax00-3:4-10:441_sofaleg_1-14:2257-17:6-21:5/
BC-SO-151,Indivi headrest,sofas,$489.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Indivi_headrest.jpg,https://www.boconcept.com/en-us/p/indivi/4229021-14:2063/
BC-SO-152,Hampton pouf on wheels,sofas,"$2,499.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Designer_Sofas.jpg,https://www.boconcept.com/en-us/p/hampton/4410200-9:0137-14:2257/
BC-SO-153,Milano sofa cushion,sofas,$319.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/Milano_sofa_cushion.jpg,https://www.boconcept.com/en-us/p/milano/4809000-14:3331/
BC-SO-154,Xtra footstool with sleeping function,sofas,$899.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray",BoConcept_catalog/sofas/Xtra_footstool_with_sleeping_function.jpg,https://www.boconcept.com/en-us/p/xtra/650603031-14:3230/
BC-SO-155,headrest,sofas,$549.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/sofas/headrest.jpg,https://www.boconcept.com/en-us/p/sofa-accessories/4989022-2:295-14:2253/
BC-CH-001,Hamilton chair,chairs,$299.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Hamilton_chair.jpg,https://www.boconcept.com/en-us/p/hamilton/402d194-9:0075-11:0137/
BC-CH-002,Hauge dining chair,chairs,$349.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Hauge_dining_chair.jpg,https://www.boconcept.com/en-us/p/hauge/402d174-9:0708-11:0136/
BC-CH-003,Seoul dining chair,chairs,$899.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Seoul_dining_chair.jpg,https://www.boconcept.com/en-us/p/seoul/402d201-9:0055s-11:0055/
BC-CH-004,Imola armchair with swivel function,chairs,"$7,599.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Imola_armchair_with_swivel_function.jpg,https://www.boconcept.com/en-us/p/imola/cl002-9:0094-14:5152/
BC-CH-005,Imola footstool,chairs,"$3,049.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Imola_footstool.jpg,https://www.boconcept.com/en-us/p/imola/cl004-9:0094-14:5150/
BC-CH-006,Terni chair,chairs,"$1,869.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Terni_chair.jpg,https://www.boconcept.com/en-us/p/terni/4061550-9:00750702-14:3200/
BC-CH-007,Ø lounge chair,chairs,"$5,019.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray",BoConcept_catalog/chairs/Ø_lounge_chair.jpg,https://www.boconcept.com/en-us/p/ø/4061600-14:3321/
BC-CH-008,"Nawabari ottoman, small",chairs,$899.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Nawabari_ottoman_small.jpg,https://www.boconcept.com/en-us/p/nawabari/4470100-2:352-14:3224/
BC-CH-009,Ottawa dining chair,chairs,$499.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Ottawa_dining_chair.jpg,https://www.boconcept.com/en-us/p/ottawa/402d033-9:0075-11:0136/
BC-CH-010,Princeton chair,chairs,$499.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Princeton_chair.jpg,https://www.boconcept.com/en-us/p/princeton/402d171-9:0128-14:3230/
BC-CH-011,Modena armchair,chairs,"$2,049.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Modena_armchair.jpg,https://www.boconcept.com/en-us/p/modena/4391001-9:0075-14:3091/
BC-CH-012,Charlotte armchair,chairs,"$1,999.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Charlotte_armchair.jpg,https://www.boconcept.com/en-us/p/charlotte/4061490-9:0110-14:3230/
