catalog_number,item_name,item_type,price,color,image_url,link
BC-CH-013,Adelaide barstool,chairs,$359.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Adelaide_barstool.jpg,https://www.boconcept.com/en-us/p/adelaide/402b028-2:388-9:0075-11:0137/
BC-CH-014,Veneto armchair with swivel function,chairs,"$2,499.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Veneto_armchair_with_swivel_function.jpg,https://www.boconcept.com/en-us/p/veneto/c790012-9:0092-14:2063/
BC-CH-015,Adelaide office chair,chairs,"$1,349.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Adelaide_office_chair.jpg,https://www.boconcept.com/en-us/p/adelaide/402d185-9:0075-14:2063/
BC-CH-016,Eden ottoman,chairs,$899.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Eden_ottoman.jpg,https://www.boconcept.com/en-us/p/eden/4989060-2:206-14:2063/
BC-CH-017,Adelaide chair,chairs,$299.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Adelaide_chair.jpg,https://www.boconcept.com/en-us/p/adelaide/402d205-9:0728-11:0137/
BC-CH-018,Hamilton office chair,chairs,$649.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Hamilton_office_chair.jpg,https://www.boconcept.com/en-us/p/hamilton/402d198-9:0075-11:0137/
BC-CH-019,Seoul dining chair,chairs,$999.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Seoul_dining_chair.jpg,https://www.boconcept.com/en-us/p/seoul/402d200-9:0708s-14:3230/
BC-CH-020,Hamilton chair,chairs,$549.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Hamilton_chair.jpg,https://www.boconcept.com/en-us/p/hamilton/402d195-9:0075-14:3153/
BC-CH-021,Porto recliner with swivel function,chairs,"$8,949.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Porto_recliner_with_swivel_function.jpg,https://www.boconcept.com/en-us/p/porto/4061470-3:15-9:0075-14:5152/
BC-CH-022,Princeton barstool,chairs,$899.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Princeton_barstool.jpg,https://www.boconcept.com/en-us/p/princeton/402b021-2:308-9:0075-14:2063/
BC-CH-021,Hauge barstool,chairs,$749.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Hauge_barstool.jpg,https://www.boconcept.com/en-us/p/hauge/402b026-2:368-9:0702-14:2063/
BC-CH-022,Bolzano armchair,chairs,"$3,899.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray",BoConcept_catalog/chairs/Bolzano_armchair.jpg,https://www.boconcept.com/en-us/p/bolzano/4461001-14:3091/
BC-CH-023,London large bench with cushion,chairs,$999.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/London_large_bench_with_cushion.jpg,https://www.boconcept.com/en-us/p/london/370b011-2:140-3:8-9:0075-14:3030/
BC-CH-024,Sweet Art armchair with swivel function,chairs,"$4,399.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray",BoConcept_catalog/chairs/Sweet_Art_armchair_with_swivel_function.jpg,https://www.boconcept.com/en-us/p/sweet-art/4061560-14:2063/
BC-CH-025,Sweet Art ottoman,chairs,"$1,349.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray",BoConcept_catalog/chairs/Sweet_Art_ottoman.jpg,https://www.boconcept.com/en-us/p/sweet-art/4989070-14:2063/
BC-CH-026,Vienna dining chair,chairs,$999.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Vienna_dining_chair.jpg,https://www.boconcept.com/en-us/p/vienna/402d105-9:0075-14:2063/
BC-CH-027,Nawabari armchair,chairs,"$3,149.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Nawabari_armchair.jpg,https://www.boconcept.com/en-us/p/nawabari/4471001-9:447_leg_low-14:3212/
BC-CH-028,Bolzano bench,chairs,"$2,449.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray",BoConcept_catalog/chairs/Bolzano_bench.jpg,https://www.boconcept.com/en-us/p/bolzano/3791200-14:3320/
BC-CH-029,Princeton armchair,chairs,"$2,249.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Princeton_armchair.jpg,https://www.boconcept.com/en-us/p/princeton/4061520-9:0075-14:3220/
BC-CH-030,Tilburg ottoman,chairs,"$1,259.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Tilburg_ottoman.jpg,https://www.boconcept.com/en-us/p/tilburg/4061545-9:0075-14:2063/
BC-CH-031,Osaka armchair,chairs,"$4,539.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Osaka_armchair.jpg,https://www.boconcept.com/en-us/p/osaka/433ca22-9:0129-14:5145/
BC-CH-032,Berne armchair,chairs,"$2,319.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Berne_armchair.jpg,https://www.boconcept.com/en-us/p/berne/4451001-9:0075-14:2058/
BC-CH-033,Osaka armchair,chairs,"$4,539.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Osaka_armchair.jpg,https://www.boconcept.com/en-us/p/osaka/433aa22-9:0129-14:5145/
BC-CH-034,Veneto chair with swivel function,chairs,"$2,369.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Veneto_chair_with_swivel_function.jpg,https://www.boconcept.com/en-us/p/veneto/c790015-9:0094-14:2063/
BC-CH-035,Adelaide armchair,chairs,"$2,969.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Adelaide_armchair.jpg,https://www.boconcept.com/en-us/p/adelaide/4061410-9:0110-14:3220/
BC-CH-036,Adelaide armchair,chairs,"$1,139.00","Beige, Blue, Yellow, Dark Gray, Green, Red, Brown, White, Black, Gray",BoConcept_catalog/chairs/Adelaide_armchair.jpg,https://www.boconcept.com/en-us/p/adelaide/402d085-9:0110-14:2063/
BC-CH-037,Designer chairs,chairs,"$1,449.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Designer_chairs.jpg,https://www.boconcept.com/en-us/p/princeton/402d172-9:0075-14:3165/
BC-CH-038,Adelaide footstool,chairs,$639.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Adelaide_footstool.jpg,https://www.boconcept.com/en-us/p/adelaide/4061390-9:0110-14:3220/
BC-CH-039,Hauge barstool,chairs,$499.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Hauge_barstool.jpg,https://www.boconcept.com/en-us/p/hauge/402b024-2:372-9:0702-11:0137/
BC-CH-040,Adelaide dining chair with swivel function,chairs,$749.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Adelaide_dining_chair_with_swivel_function.jpg,https://www.boconcept.com/en-us/p/adelaide/402d111-9:0022-11:0136/
BC-CH-041,Hamilton dining chair with swivel function,chairs,$599.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Hamilton_dining_chair_with_swivel_function.jpg,https://www.boconcept.com/en-us/p/hamilton/402d192-9:0128-11:0135/
BC-CH-042,Adelaide armchair,chairs,$589.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/chairs/Adelaide_armchair.jpg,https://www.boconcept.com/en-us/p/adelaide/402d083-9:0110-11:0136/
BC-LA-001,Globe original,lamps,$70.00,Standard finish,BoConcept_catalog/lamps/Globe_original.jpg,https://www.boconcept.com/en-us/p/globe/104_11032150/
BC-LA-002,Curious floor lamp,lamps,$689.00,Standard finish,BoConcept_catalog/lamps/Curious_floor_lamp.jpg,https://www.boconcept.com/en-us/p/curious/105_30000760-8:168/
BC-LA-003,Stockholm table lamp,lamps,"$1,219.00",Standard finish,BoConcept_catalog/lamps/Stockholm_table_lamp.jpg,https://www.boconcept.com/en-us/p/stockholm/105_00001370-2:144-8:167/
BC-LA-004,Ball pendant,lamps,$499.00,Standard finish,BoConcept_catalog/lamps/Ball_pendant.jpg,https://www.boconcept.com/en-us/p/ball/105_60001880-2:127-8:81/
BC-LA-005,Curious table lamp,lamps,$519.00,Standard finish,BoConcept_catalog/lamps/Curious_table_lamp.jpg,https://www.boconcept.com/en-us/p/curious/105_00001390-8:168/
BC-LA-006,Stockholm pendant,lamps,"$1,149.00",Standard finish,BoConcept_catalog/lamps/Stockholm_pendant.jpg,https://www.boconcept.com/en-us/p/stockholm/105_60002240-2:299-8:167/
BC-LA-007,Ripple pendant,lamps,"$1,199.00",Standard finish,BoConcept_catalog/lamps/Ripple_pendant.jpg,https://www.boconcept.com/en-us/p/ripple/105_00001520/
BC-LA-008,Kip floor lamp,lamps,"$1,099.00",Standard finish,BoConcept_catalog/lamps/Kip_floor_lamp.jpg,https://www.boconcept.com/en-us/p/kip/105_30000730-8:81/
BC-BE-001,"Element bed, bed-mounted headboard, with slats, excl. mattress",beds,"$2,149.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/beds/Element_bed_bed_mounted_headboard_with_slats_excl_mattress.jpg,https://www.boconcept.com/en-us/p/element/379cn00-3:25-4:0708-16:12/
BC-BE-002,"Element bed, wall-mounted headboard, with slats, excl. mattress",beds,"$1,999.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/beds/Element_bed_wall_mounted_headboard_with_slats_excl_mattress.jpg,https://www.boconcept.com/en-us/p/element/379cd00-3:25-4:0708-16:12/
BC-BE-003,"Element bed, bed-mounted headboard, with slats and storage solution, excl. mattress",beds,"$4,779.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/beds/Element_bed_bed_mounted_headboard_with_slats_and_storage_solution_excl_mattress.jpg,https://www.boconcept.com/en-us/p/element/379jb00-3:26-9:0702-14:3091-16:12/
BC-BE-004,Bolzano bed with slats  - 140x200 cm,beds,"$6,099.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/beds/Bolzano_bed_with_slats_140x200_cm.jpg,https://www.boconcept.com/en-us/p/bolzano/3790840-14:3320-16:12-20:2/
BC-BE-005,"Lugano storage bed with lift-up frame and slats, excl. mattress",beds,"$3,969.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/beds/Lugano_storage_bed_with_lift_up_frame_and_slats_excl_mattress.jpg,https://www.boconcept.com/en-us/p/lugano/378ciw9-5:0115-9:0008-14:2065-16:93-20:2/
BC-BE-006,Bolzano bed  - W140xL200cm,beds,"$5,899.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/beds/Bolzano_bed_W140xL200cm.jpg,https://www.boconcept.com/en-us/p/bolzano/3791340-14:3320-16:12-20:1/
BC-BE-007,"Element bed, bed-mounted headboard, with slats, excl. mattress",beds,"$3,699.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/beds/Element_bed_bed_mounted_headboard_with_slats_excl_mattress.jpg,https://www.boconcept.com/en-us/p/element/379fn00-3:25-9:0702-14:3310-16:12/
BC-BE-008,"Element bed, wall-mounted headboard, with slats, excl. mattress",beds,"$3,249.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/beds/Element_bed_wall_mounted_headboard_with_slats_excl_mattress.jpg,https://www.boconcept.com/en-us/p/element/379fa00-3:25-9:0708-14:3310-16:390/
BC-TA-001,Kingston extendable dining table,tables,"$1,599.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Kingston_extendable_dining_table.jpg,https://www.boconcept.com/en-us/p/kingston/370t078-2:309-9:0128-13:0115/
BC-TA-002,Santiago dining table,tables,"$6,099.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Santiago_dining_table.jpg,https://www.boconcept.com/en-us/p/santiago/3705480-2:328-9:0702-13:0715/
BC-TA-003,Santiago coffee table,tables,"$1,299.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Santiago_coffee_table.jpg,https://www.boconcept.com/en-us/p/santiago/370ad42-2:121-9:0702-13:0702/
BC-TA-004,Santiago extendable dining table,tables,"$3,999.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Santiago_extendable_dining_table.jpg,https://www.boconcept.com/en-us/p/santiago/3706930-9:0708-13:0708/
BC-TA-005,Bornholm coffee table,tables,$449.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Bornholm_coffee_table.jpg,https://www.boconcept.com/en-us/p/bornholm/370ad49-2:360-9:0708-13:0708/
BC-TA-006,Alicante extendable dining table,tables,"$3,299.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Alicante_extendable_dining_table.jpg,https://www.boconcept.com/en-us/p/alicante/370t084-2:263-9:0022-13:0115/
BC-TA-007,Cupertino desk,tables,"$3,249.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Cupertino_desk.jpg,https://www.boconcept.com/en-us/p/cupertino/370t047-9:00750702-13:07020207/
BC-TA-008,Hauge dining table,tables,"$3,149.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Hauge_dining_table.jpg,https://www.boconcept.com/en-us/p/hauge/3705400-2:280-9:0702-13:07020702/
BC-TA-009,Kingston office desk,tables,"$1,199.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Kingston_office_desk.jpg,https://www.boconcept.com/en-us/p/kingston/3705700-2:287-9:0128-13:0115/
BC-TA-010,Expose side table,tables,$589.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Expose_side_table.jpg,https://www.boconcept.com/en-us/p/expose/104_11033600-1:6-2:261/
BC-TA-011,Bornholm dining table,tables,"$1,049.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Bornholm_dining_table.jpg,https://www.boconcept.com/en-us/p/bornholm/370t088-2:363-9:0702-13:0702/
BC-TA-012,Terracina coffee table,tables,"$1,999.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Terracina_coffee_table.jpg,https://www.boconcept.com/en-us/p/terracina/3707020-2:339-4:0721/
BC-TA-013,Aarhus side table,tables,$799.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Aarhus_side_table.jpg,https://www.boconcept.com/en-us/p/aarhus/3707190-2:397-4:0708/
BC-TA-014,Cupertino desk,tables,"$1,749.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Cupertino_desk.jpg,https://www.boconcept.com/en-us/p/cupertino/370t035-2:62-9:00750702-13:07020207/
BC-TA-015,Ottawa side table,tables,$399.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Ottawa_side_table.jpg,https://www.boconcept.com/en-us/p/ottawa/3701660-9:0075-13:0075/
BC-TA-016,Billund round dining table,tables,"$1,399.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Billund_round_dining_table.jpg,https://www.boconcept.com/en-us/p/billund/3704300-2:71-9:00220708-13:0115/
BC-TA-017,Chiva functional coffee table with storage,tables,"$2,799.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Chiva_functional_coffee_table_with_storage.jpg,https://www.boconcept.com/en-us/p/chiva/370ad37-2:215-9:0094-13:01670008/
BC-TA-018,Augusta extendable dining table,tables,"$6,199.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Augusta_extendable_dining_table.jpg,https://www.boconcept.com/en-us/p/augusta/3705170-2:195-9:0075-13:0192/
BC-TA-019,Ottawa extendable dining table,tables,"$4,349.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Ottawa_extendable_dining_table.jpg,https://www.boconcept.com/en-us/p/ottawa/370ov03-2:38-9:0075-13:0702/
BC-TA-020,Nawabari coffee table,tables,"$1,489.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Nawabari_coffee_table.jpg,https://www.boconcept.com/en-us/p/nawabari/370ad44-2:318-9:0075-13:0167/
BC-TA-020,Torino conference/dining table,tables,"$1,049.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Torino_conferencedining_table.jpg,https://www.boconcept.com/en-us/p/torino/370t038-2:43-9:0022-13:0115/
BC-TA-021,Madrid side table,tables,"$1,199.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Madrid_side_table.jpg,https://www.boconcept.com/en-us/p/madrid/370ad38-2:293-9:0022-13:0167/
BC-TA-022,Madrid side table,tables,$769.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Madrid_side_table.jpg,https://www.boconcept.com/en-us/p/madrid/370ad39-2:293-9:0075-13:0702/
BC-TA-023,Torino conference/dining table,tables,"$3,389.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Torino_conferencedining_table.jpg,https://www.boconcept.com/en-us/p/torino/370t056-2:77-9:0075-13:0023/
BC-TA-024,Torino conference table with cable tray,tables,"$4,089.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Torino_conference_table_with_cable_tray.jpg,https://www.boconcept.com/en-us/p/torino/370t052-2:77-9:0075-13:0023/
BC-TA-025,Torino bar table/high table,tables,"$1,269.00","Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Torino_bar_tablehigh_table.jpg,https://www.boconcept.com/en-us/p/torino/370su02-2:171-9:0022-13:0115/
BC-TA-026,Cancún Café table,tables,$799.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Cancún_Café_table.jpg,https://www.boconcept.com/en-us/p/cancún/3000660-2:335-4:0128/
BC-TA-027,Torino conference/dining table,tables,$699.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Torino_conferencedining_table.jpg,https://www.boconcept.com/en-us/p/torino/370t044-9:0115-13:0022/
BC-TA-028,Torino bar table,tables,$799.00,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black",BoConcept_catalog/tables/Torino_bar_table.jpg,https://www.boconcept.com/en-us/p/torino/370t046-9:0022-13:0115/
BC-RU-001,Simple rug,rugs,"$1,099.00",Standard finish,BoConcept_catalog/rugs/Simple_rug.jpg,https://www.boconcept.com/en-us/p/simple/136_170x240-1:52-2:10-18:5/
BC-RU-002,Designer rugs,rugs,"$1,099.00",Standard finish,BoConcept_catalog/rugs/Designer_rugs.jpg,https://www.boconcept.com/en-us/p/ridge/152_170x240-1:48-2:10-18:5/
BC-RU-003,Serge rug,rugs,"$2,399.00",Standard finish,BoConcept_catalog/rugs/Serge_rug.jpg,https://www.boconcept.com/en-us/p/serge/160_170x240-1:11-2:10/
BC-RU-004,Sweet Art rug,rugs,"$2,249.00",Standard finish,BoConcept_catalog/rugs/Sweet_Art_rug.jpg,https://www.boconcept.com/en-us/p/sweet-art/166_250-1:126-2:175-18:4/
BC-RU-005,Loom rug,rugs,"$1,099.00",Standard finish,BoConcept_catalog/rugs/Loom_rug.jpg,https://www.boconcept.com/en-us/p/loom/135_170x240-1:75-2:10-18:5/
BC-RU-006,Tide rug,rugs,"$1,599.00",Standard finish,BoConcept_catalog/rugs/Tide_rug.jpg,https://www.boconcept.com/en-us/p/tide/145_170x240-1:102-2:10-18:5/
BC-RU-007,Dimas rug,rugs,"$1,449.00",Standard finish,BoConcept_catalog/rugs/Dimas_rug.jpg,https://www.boconcept.com/en-us/p/dimas/20_150-1:11-2:3-18:4/
BC-RU-008,Furrow rug,rugs,$949.00,Standard finish,BoConcept_catalog/rugs/Furrow_rug.jpg,https://www.boconcept.com/en-us/p/furrow/150_150-1:7-2:3-18:4/
BC-RU-009,form rug,rugs,"$1,749.00",Standard finish,BoConcept_catalog/rugs/form_rug.jpg,https://www.boconcept.com/en-us/p/form/155_170x240-1:59-2:10-18:5/
BC-RU-010,Flora 7 rug,rugs,"$3,199.00",Standard finish,BoConcept_catalog/rugs/Flora_7_rug.jpg,https://www.boconcept.com/en-us/p/flora-7/167_200x300-1:8-2:9-18:5/
BC-RU-011,Movement rug,rugs,$799.00,Standard finish,BoConcept_catalog/rugs/Movement_rug.jpg,https://www.boconcept.com/en-us/p/movement/141_170x240-1:32-2:10-18:5/
BC-RU-012,Scandinavia rug,rugs,"$1,299.00",Standard finish,BoConcept_catalog/rugs/Scandinavia_rug.jpg,https://www.boconcept.com/en-us/p/scandinavia/137_170x240-1:7-2:10-18:5/
BC-RU-013,Arena rug,rugs,"$1,299.00",Standard finish,BoConcept_catalog/rugs/Arena_rug.jpg,https://www.boconcept.com/en-us/p/arena/164_160x175-1:9-2:344-18:4/
BC-RU-014,Cosmo rug,rugs,"$1,449.00",Standard finish,BoConcept_catalog/rugs/Cosmo_rug.jpg,https://www.boconcept.com/en-us/p/cosmo/162_170x240-1:11-2:10-18:5/
BC-RU-015,Structure rug,rugs,$799.00,Standard finish,BoConcept_catalog/rugs/Structure_rug.jpg,https://www.boconcept.com/en-us/p/structure/156_150-1:117-2:3-18:4/
BC-RU-016,Moments rug,rugs,"$1,749.00",Standard finish,BoConcept_catalog/rugs/Moments_rug.jpg,https://www.boconcept.com/en-us/p/moments/163_170x240-1:132-2:10-18:5/
BC-RU-017,Lure rug,rugs,"$1,099.00",Standard finish,BoConcept_catalog/rugs/Lure_rug.jpg,https://www.boconcept.com/en-us/p/lure/157_230-1:7-2:5-18:4/
BC-RU-018,Fiona rug,rugs,$799.00,Standard finish,BoConcept_catalog/rugs/Fiona_rug.jpg,https://www.boconcept.com/en-us/p/fiona/165_150-1:134-2:3-18:4/
BC-RU-019,Whirlwind rug,rugs,"$1,749.00",Standard finish,BoConcept_catalog/rugs/Whirlwind_rug.jpg,https://www.boconcept.com/en-us/p/whirlwind/146_170x240-1:103-2:10-18:5/
BC-RU-020,Passage rug,rugs,"$1,449.00",Standard finish,BoConcept_catalog/rugs/Passage_rug.jpg,https://www.boconcept.com/en-us/p/passage/161_170x240-1:7-2:10-18:5/
BC-RU-021,Random rug,rugs,"$2,549.00",Standard finish,BoConcept_catalog/rugs/Random_rug.jpg,https://www.boconcept.com/en-us/p/random/61_170x240-1:7-2:10-18:5/
