combination_rank,total_price,total_similarity,budget_remaining,furniture_type,catalog_number,similarity_score,item_rank,price
1,6780.0,4.423385859,3220.0,rug,ID-RUG-007,0.845764041,1,2840.0
1,6780.0,4.423385859,3220.0,lamp,ID-LIG-020,0.909713864,1,640.0
1,6780.0,4.423385859,3220.0,chair,ID-CHA-010,0.908889771,1,820.0
1,6780.0,4.423385859,3220.0,sofa,ID-SOF-025,0.932037473,1,1445.0
1,6780.0,4.423385859,3220.0,table,ID-NIG-001,0.82698071,1,1035.0
2,6780.0,4.423385859,3220.0,rug,ID-RUG-007,0.845764041,1,2840.0
2,6780.0,4.423385859,3220.0,lamp,ID-LIG-020,0.909713864,1,640.0
2,6780.0,4.423385859,3220.0,chair,ID-CHA-010,0.908889771,1,820.0
2,6780.0,4.423385859,3220.0,sofa,ID-SOF-025,0.932037473,1,1445.0
2,6780.0,4.423385859,3220.0,table,ID-TAB-008,0.82698071,2,1035.0
3,7555.0,4.423340088,2445.0,rug,ID-RUG-007,0.845764041,1,2840.0
3,7555.0,4.423340088,2445.0,lamp,ID-LIG-020,0.909713864,1,640.0
3,7555.0,4.423340088,2445.0,chair,ID-CHA-031,0.908844,2,1595.0
3,7555.0,4.423340088,2445.0,sofa,ID-SOF-025,0.932037473,1,1445.0
3,7555.0,4.423340088,2445.0,table,ID-NIG-001,0.82698071,1,1035.0
4,7555.0,4.423340088,2445.0,rug,ID-RUG-007,0.845764041,1,2840.0
4,7555.0,4.423340088,2445.0,lamp,ID-LIG-020,0.909713864,1,640.0
4,7555.0,4.423340088,2445.0,chair,ID-CHA-031,0.908844,2,1595.0
4,7555.0,4.423340088,2445.0,sofa,ID-SOF-025,0.932037473,1,1445.0
4,7555.0,4.423340088,2445.0,table,ID-TAB-008,0.82698071,2,1035.0
5,4665.0,4.421005428,5335.0,rug,ID-RUG-029,0.84338361,2,725.0
5,4665.0,4.421005428,5335.0,lamp,ID-LIG-020,0.909713864,1,640.0
5,4665.0,4.421005428,5335.0,chair,ID-CHA-010,0.908889771,1,820.0
5,4665.0,4.421005428,5335.0,sofa,ID-SOF-025,0.932037473,1,1445.0
5,4665.0,4.421005428,5335.0,table,ID-NIG-001,0.82698071,1,1035.0
6,4665.0,4.421005428,5335.0,rug,ID-RUG-029,0.84338361,2,725.0
6,4665.0,4.421005428,5335.0,lamp,ID-LIG-020,0.909713864,1,640.0
6,4665.0,4.421005428,5335.0,chair,ID-CHA-010,0.908889771,1,820.0
6,4665.0,4.421005428,5335.0,sofa,ID-SOF-025,0.932037473,1,1445.0
6,4665.0,4.421005428,5335.0,table,ID-TAB-008,0.82698071,2,1035.0
7,5440.0,4.420959656999999,4560.0,rug,ID-RUG-029,0.84338361,2,725.0
7,5440.0,4.420959656999999,4560.0,lamp,ID-LIG-020,0.909713864,1,640.0
7,5440.0,4.420959656999999,4560.0,chair,ID-CHA-031,0.908844,2,1595.0
7,5440.0,4.420959656999999,4560.0,sofa,ID-SOF-025,0.932037473,1,1445.0
7,5440.0,4.420959656999999,4560.0,table,ID-NIG-001,0.82698071,1,1035.0
8,5440.0,4.420959656999999,4560.0,rug,ID-RUG-029,0.84338361,2,725.0
8,5440.0,4.420959656999999,4560.0,lamp,ID-LIG-020,0.909713864,1,640.0
8,5440.0,4.420959656999999,4560.0,chair,ID-CHA-031,0.908844,2,1595.0
8,5440.0,4.420959656999999,4560.0,sofa,ID-SOF-025,0.932037473,1,1445.0
8,5440.0,4.420959656999999,4560.0,table,ID-TAB-008,0.82698071,2,1035.0
9,6430.0,4.419632257,3570.0,rug,ID-RUG-007,0.845764041,1,2840.0
9,6430.0,4.419632257,3570.0,lamp,ID-LIG-020,0.909713864,1,640.0
9,6430.0,4.419632257,3570.0,chair,ID-CHA-010,0.908889771,1,820.0
9,6430.0,4.419632257,3570.0,sofa,ID-SOF-025,0.932037473,1,1445.0
9,6430.0,4.419632257,3570.0,table,ID-TAB-007,0.823227108,3,685.0
10,7205.0,4.419586486,2795.0,rug,ID-RUG-007,0.845764041,1,2840.0
10,7205.0,4.419586486,2795.0,lamp,ID-LIG-020,0.909713864,1,640.0
10,7205.0,4.419586486,2795.0,chair,ID-CHA-031,0.908844,2,1595.0
10,7205.0,4.419586486,2795.0,sofa,ID-SOF-025,0.932037473,1,1445.0
10,7205.0,4.419586486,2795.0,table,ID-TAB-007,0.823227108,3,685.0
11,7830.0,4.419494808,2170.0,rug,ID-RUG-007,0.845764041,1,2840.0
11,7830.0,4.419494808,2170.0,lamp,ID-LIG-020,0.909713864,1,640.0
11,7830.0,4.419494808,2170.0,chair,ID-CHA-010,0.908889771,1,820.0
11,7830.0,4.419494808,2170.0,sofa,ID-SOF-014,0.928146422,2,2495.0
11,7830.0,4.419494808,2170.0,table,ID-NIG-001,0.82698071,1,1035.0
12,7830.0,4.419494808,2170.0,rug,ID-RUG-007,0.845764041,1,2840.0
12,7830.0,4.419494808,2170.0,lamp,ID-LIG-020,0.909713864,1,640.0
12,7830.0,4.419494808,2170.0,chair,ID-CHA-010,0.908889771,1,820.0
12,7830.0,4.419494808,2170.0,sofa,ID-SOF-014,0.928146422,2,2495.0
12,7830.0,4.419494808,2170.0,table,ID-TAB-008,0.82698071,2,1035.0
13,8605.0,4.419449037,1395.0,rug,ID-RUG-007,0.845764041,1,2840.0
13,8605.0,4.419449037,1395.0,lamp,ID-LIG-020,0.909713864,1,640.0
13,8605.0,4.419449037,1395.0,chair,ID-CHA-031,0.908844,2,1595.0
13,8605.0,4.419449037,1395.0,sofa,ID-SOF-014,0.928146422,2,2495.0
13,8605.0,4.419449037,1395.0,table,ID-NIG-001,0.82698071,1,1035.0
14,8605.0,4.419449037,1395.0,rug,ID-RUG-007,0.845764041,1,2840.0
14,8605.0,4.419449037,1395.0,lamp,ID-LIG-020,0.909713864,1,640.0
14,8605.0,4.419449037,1395.0,chair,ID-CHA-031,0.908844,2,1595.0
14,8605.0,4.419449037,1395.0,sofa,ID-SOF-014,0.928146422,2,2495.0
14,8605.0,4.419449037,1395.0,table,ID-TAB-008,0.82698071,2,1035.0
15,6980.0,4.419281185,3020.0,rug,ID-RUG-007,0.845764041,1,2840.0
15,6980.0,4.419281185,3020.0,lamp,ID-LIG-020,0.909713864,1,640.0
15,6980.0,4.419281185,3020.0,chair,ID-CHA-010,0.908889771,1,820.0
15,6980.0,4.419281185,3020.0,sofa,ID-SOF-026,0.927932799,3,1645.0
15,6980.0,4.419281185,3020.0,table,ID-NIG-001,0.82698071,1,1035.0
16,6980.0,4.419281185,3020.0,rug,ID-RUG-007,0.845764041,1,2840.0
16,6980.0,4.419281185,3020.0,lamp,ID-LIG-020,0.909713864,1,640.0
16,6980.0,4.419281185,3020.0,chair,ID-CHA-010,0.908889771,1,820.0
16,6980.0,4.419281185,3020.0,sofa,ID-SOF-026,0.927932799,3,1645.0
16,6980.0,4.419281185,3020.0,table,ID-TAB-008,0.82698071,2,1035.0
17,7755.0,4.419235414,2245.0,rug,ID-RUG-007,0.845764041,1,2840.0
17,7755.0,4.419235414,2245.0,lamp,ID-LIG-020,0.909713864,1,640.0
17,7755.0,4.419235414,2245.0,chair,ID-CHA-031,0.908844,2,1595.0
17,7755.0,4.419235414,2245.0,sofa,ID-SOF-026,0.927932799,3,1645.0
17,7755.0,4.419235414,2245.0,table,ID-NIG-001,0.82698071,1,1035.0
18,7755.0,4.419235414,2245.0,rug,ID-RUG-007,0.845764041,1,2840.0
18,7755.0,4.419235414,2245.0,lamp,ID-LIG-020,0.909713864,1,640.0
18,7755.0,4.419235414,2245.0,chair,ID-CHA-031,0.908844,2,1595.0
18,7755.0,4.419235414,2245.0,sofa,ID-SOF-026,0.927932799,3,1645.0
18,7755.0,4.419235414,2245.0,table,ID-TAB-008,0.82698071,2,1035.0
19,6620.0,4.418457269999999,3380.0,rug,ID-RUG-007,0.845764041,1,2840.0
19,6620.0,4.418457269999999,3380.0,lamp,ID-LIG-018,0.904785275,2,480.0
19,6620.0,4.418457269999999,3380.0,chair,ID-CHA-010,0.908889771,1,820.0
19,6620.0,4.418457269999999,3380.0,sofa,ID-SOF-025,0.932037473,1,1445.0
19,6620.0,4.418457269999999,3380.0,table,ID-NIG-001,0.82698071,1,1035.0
20,6620.0,4.418457269999999,3380.0,rug,ID-RUG-007,0.845764041,1,2840.0
20,6620.0,4.418457269999999,3380.0,lamp,ID-LIG-018,0.904785275,2,480.0
20,6620.0,4.418457269999999,3380.0,chair,ID-CHA-010,0.908889771,1,820.0
20,6620.0,4.418457269999999,3380.0,sofa,ID-SOF-025,0.932037473,1,1445.0
20,6620.0,4.418457269999999,3380.0,table,ID-TAB-008,0.82698071,2,1035.0
21,7395.0,4.418411498999999,2605.0,rug,ID-RUG-007,0.845764041,1,2840.0
21,7395.0,4.418411498999999,2605.0,lamp,ID-LIG-018,0.904785275,2,480.0
21,7395.0,4.418411498999999,2605.0,chair,ID-CHA-031,0.908844,2,1595.0
21,7395.0,4.418411498999999,2605.0,sofa,ID-SOF-025,0.932037473,1,1445.0
21,7395.0,4.418411498999999,2605.0,table,ID-NIG-001,0.82698071,1,1035.0
22,7395.0,4.418411498999999,2605.0,rug,ID-RUG-007,0.845764041,1,2840.0
22,7395.0,4.418411498999999,2605.0,lamp,ID-LIG-018,0.904785275,2,480.0
22,7395.0,4.418411498999999,2605.0,chair,ID-CHA-031,0.908844,2,1595.0
22,7395.0,4.418411498999999,2605.0,sofa,ID-SOF-025,0.932037473,1,1445.0
22,7395.0,4.418411498999999,2605.0,table,ID-TAB-008,0.82698071,2,1035.0
23,6765.0,4.41835034,3235.0,rug,ID-RUG-007,0.845764041,1,2840.0
23,6765.0,4.41835034,3235.0,lamp,ID-LIG-013,0.904678345,3,625.0
23,6765.0,4.41835034,3235.0,chair,ID-CHA-010,0.908889771,1,820.0
23,6765.0,4.41835034,3235.0,sofa,ID-SOF-025,0.932037473,1,1445.0
23,6765.0,4.41835034,3235.0,table,ID-NIG-001,0.82698071,1,1035.0
24,6765.0,4.41835034,3235.0,rug,ID-RUG-007,0.845764041,1,2840.0
24,6765.0,4.41835034,3235.0,lamp,ID-LIG-013,0.904678345,3,625.0
24,6765.0,4.41835034,3235.0,chair,ID-CHA-010,0.908889771,1,820.0
24,6765.0,4.41835034,3235.0,sofa,ID-SOF-025,0.932037473,1,1445.0
24,6765.0,4.41835034,3235.0,table,ID-TAB-008,0.82698071,2,1035.0
25,7540.0,4.418304569,2460.0,rug,ID-RUG-007,0.845764041,1,2840.0
25,7540.0,4.418304569,2460.0,lamp,ID-LIG-013,0.904678345,3,625.0
25,7540.0,4.418304569,2460.0,chair,ID-CHA-031,0.908844,2,1595.0
25,7540.0,4.418304569,2460.0,sofa,ID-SOF-025,0.932037473,1,1445.0
25,7540.0,4.418304569,2460.0,table,ID-NIG-001,0.82698071,1,1035.0
26,7540.0,4.418304569,2460.0,rug,ID-RUG-007,0.845764041,1,2840.0
26,7540.0,4.418304569,2460.0,lamp,ID-LIG-013,0.904678345,3,625.0
26,7540.0,4.418304569,2460.0,chair,ID-CHA-031,0.908844,2,1595.0
26,7540.0,4.418304569,2460.0,sofa,ID-SOF-025,0.932037473,1,1445.0
26,7540.0,4.418304569,2460.0,table,ID-TAB-008,0.82698071,2,1035.0
27,6880.0,4.417343378,3120.0,rug,ID-RUG-007,0.845764041,1,2840.0
27,6880.0,4.417343378,3120.0,lamp,ID-LIG-020,0.909713864,1,640.0
27,6880.0,4.417343378,3120.0,chair,ID-CHA-007,0.90284729,3,920.0
27,6880.0,4.417343378,3120.0,sofa,ID-SOF-025,0.932037473,1,1445.0
27,6880.0,4.417343378,3120.0,table,ID-NIG-001,0.82698071,1,1035.0
28,6880.0,4.417343378,3120.0,rug,ID-RUG-007,0.845764041,1,2840.0
28,6880.0,4.417343378,3120.0,lamp,ID-LIG-020,0.909713864,1,640.0
28,6880.0,4.417343378,3120.0,chair,ID-CHA-007,0.90284729,3,920.0
28,6880.0,4.417343378,3120.0,sofa,ID-SOF-025,0.932037473,1,1445.0
28,6880.0,4.417343378,3120.0,table,ID-TAB-008,0.82698071,2,1035.0
29,4315.0,4.417251826,5685.0,rug,ID-RUG-029,0.84338361,2,725.0
29,4315.0,4.417251826,5685.0,lamp,ID-LIG-020,0.909713864,1,640.0
29,4315.0,4.417251826,5685.0,chair,ID-CHA-010,0.908889771,1,820.0
29,4315.0,4.417251826,5685.0,sofa,ID-SOF-025,0.932037473,1,1445.0
29,4315.0,4.417251826,5685.0,table,ID-TAB-007,0.823227108,3,685.0
30,5090.0,4.417206054999999,4910.0,rug,ID-RUG-029,0.84338361,2,725.0
30,5090.0,4.417206054999999,4910.0,lamp,ID-LIG-020,0.909713864,1,640.0
30,5090.0,4.417206054999999,4910.0,chair,ID-CHA-031,0.908844,2,1595.0
30,5090.0,4.417206054999999,4910.0,sofa,ID-SOF-025,0.932037473,1,1445.0
30,5090.0,4.417206054999999,4910.0,table,ID-TAB-007,0.823227108,3,685.0
31,5715.0,4.417114377,4285.0,rug,ID-RUG-029,0.84338361,2,725.0
31,5715.0,4.417114377,4285.0,lamp,ID-LIG-020,0.909713864,1,640.0
31,5715.0,4.417114377,4285.0,chair,ID-CHA-010,0.908889771,1,820.0
31,5715.0,4.417114377,4285.0,sofa,ID-SOF-014,0.928146422,2,2495.0
31,5715.0,4.417114377,4285.0,table,ID-NIG-001,0.82698071,1,1035.0
32,5715.0,4.417114377,4285.0,rug,ID-RUG-029,0.84338361,2,725.0
32,5715.0,4.417114377,4285.0,lamp,ID-LIG-020,0.909713864,1,640.0
32,5715.0,4.417114377,4285.0,chair,ID-CHA-010,0.908889771,1,820.0
32,5715.0,4.417114377,4285.0,sofa,ID-SOF-014,0.928146422,2,2495.0
32,5715.0,4.417114377,4285.0,table,ID-TAB-008,0.82698071,2,1035.0
33,6490.0,4.417068606,3510.0,rug,ID-RUG-029,0.84338361,2,725.0
33,6490.0,4.417068606,3510.0,lamp,ID-LIG-020,0.909713864,1,640.0
33,6490.0,4.417068606,3510.0,chair,ID-CHA-031,0.908844,2,1595.0
33,6490.0,4.417068606,3510.0,sofa,ID-SOF-014,0.928146422,2,2495.0
33,6490.0,4.417068606,3510.0,table,ID-NIG-001,0.82698071,1,1035.0
34,6490.0,4.417068606,3510.0,rug,ID-RUG-029,0.84338361,2,725.0
34,6490.0,4.417068606,3510.0,lamp,ID-LIG-020,0.909713864,1,640.0
34,6490.0,4.417068606,3510.0,chair,ID-CHA-031,0.908844,2,1595.0
34,6490.0,4.417068606,3510.0,sofa,ID-SOF-014,0.928146422,2,2495.0
34,6490.0,4.417068606,3510.0,table,ID-TAB-008,0.82698071,2,1035.0
35,4865.0,4.416900754,5135.0,rug,ID-RUG-029,0.84338361,2,725.0
35,4865.0,4.416900754,5135.0,lamp,ID-LIG-020,0.909713864,1,640.0
35,4865.0,4.416900754,5135.0,chair,ID-CHA-010,0.908889771,1,820.0
35,4865.0,4.416900754,5135.0,sofa,ID-SOF-026,0.927932799,3,1645.0
35,4865.0,4.416900754,5135.0,table,ID-NIG-001,0.82698071,1,1035.0
36,4865.0,4.416900754,5135.0,rug,ID-RUG-029,0.84338361,2,725.0
36,4865.0,4.416900754,5135.0,lamp,ID-LIG-020,0.909713864,1,640.0
36,4865.0,4.416900754,5135.0,chair,ID-CHA-010,0.908889771,1,820.0
36,4865.0,4.416900754,5135.0,sofa,ID-SOF-026,0.927932799,3,1645.0
36,4865.0,4.416900754,5135.0,table,ID-TAB-008,0.82698071,2,1035.0
37,5640.0,4.416854983,4360.0,rug,ID-RUG-029,0.84338361,2,725.0
37,5640.0,4.416854983,4360.0,lamp,ID-LIG-020,0.909713864,1,640.0
37,5640.0,4.416854983,4360.0,chair,ID-CHA-031,0.908844,2,1595.0
37,5640.0,4.416854983,4360.0,sofa,ID-SOF-026,0.927932799,3,1645.0
37,5640.0,4.416854983,4360.0,table,ID-NIG-001,0.82698071,1,1035.0
38,5640.0,4.416854983,4360.0,rug,ID-RUG-029,0.84338361,2,725.0
38,5640.0,4.416854983,4360.0,lamp,ID-LIG-020,0.909713864,1,640.0
38,5640.0,4.416854983,4360.0,chair,ID-CHA-031,0.908844,2,1595.0
38,5640.0,4.416854983,4360.0,sofa,ID-SOF-026,0.927932799,3,1645.0
38,5640.0,4.416854983,4360.0,table,ID-TAB-008,0.82698071,2,1035.0
39,4505.0,4.4160768390000005,5495.0,rug,ID-RUG-029,0.84338361,2,725.0
39,4505.0,4.4160768390000005,5495.0,lamp,ID-LIG-018,0.904785275,2,480.0
39,4505.0,4.4160768390000005,5495.0,chair,ID-CHA-010,0.908889771,1,820.0
39,4505.0,4.4160768390000005,5495.0,sofa,ID-SOF-025,0.932037473,1,1445.0
39,4505.0,4.4160768390000005,5495.0,table,ID-NIG-001,0.82698071,1,1035.0
40,4505.0,4.4160768390000005,5495.0,rug,ID-RUG-029,0.84338361,2,725.0
40,4505.0,4.4160768390000005,5495.0,lamp,ID-LIG-018,0.904785275,2,480.0
40,4505.0,4.4160768390000005,5495.0,chair,ID-CHA-010,0.908889771,1,820.0
40,4505.0,4.4160768390000005,5495.0,sofa,ID-SOF-025,0.932037473,1,1445.0
40,4505.0,4.4160768390000005,5495.0,table,ID-TAB-008,0.82698071,2,1035.0
41,5280.0,4.416031068000001,4720.0,rug,ID-RUG-029,0.84338361,2,725.0
41,5280.0,4.416031068000001,4720.0,lamp,ID-LIG-018,0.904785275,2,480.0
41,5280.0,4.416031068000001,4720.0,chair,ID-CHA-031,0.908844,2,1595.0
41,5280.0,4.416031068000001,4720.0,sofa,ID-SOF-025,0.932037473,1,1445.0
41,5280.0,4.416031068000001,4720.0,table,ID-NIG-001,0.82698071,1,1035.0
42,5280.0,4.416031068000001,4720.0,rug,ID-RUG-029,0.84338361,2,725.0
42,5280.0,4.416031068000001,4720.0,lamp,ID-LIG-018,0.904785275,2,480.0
42,5280.0,4.416031068000001,4720.0,chair,ID-CHA-031,0.908844,2,1595.0
42,5280.0,4.416031068000001,4720.0,sofa,ID-SOF-025,0.932037473,1,1445.0
42,5280.0,4.416031068000001,4720.0,table,ID-TAB-008,0.82698071,2,1035.0
43,4650.0,4.415969908999999,5350.0,rug,ID-RUG-029,0.84338361,2,725.0
43,4650.0,4.415969908999999,5350.0,lamp,ID-LIG-013,0.904678345,3,625.0
43,4650.0,4.415969908999999,5350.0,chair,ID-CHA-010,0.908889771,1,820.0
43,4650.0,4.415969908999999,5350.0,sofa,ID-SOF-025,0.932037473,1,1445.0
43,4650.0,4.415969908999999,5350.0,table,ID-NIG-001,0.82698071,1,1035.0
44,4650.0,4.415969908999999,5350.0,rug,ID-RUG-029,0.84338361,2,725.0
44,4650.0,4.415969908999999,5350.0,lamp,ID-LIG-013,0.904678345,3,625.0
44,4650.0,4.415969908999999,5350.0,chair,ID-CHA-010,0.908889771,1,820.0
44,4650.0,4.415969908999999,5350.0,sofa,ID-SOF-025,0.932037473,1,1445.0
44,4650.0,4.415969908999999,5350.0,table,ID-TAB-008,0.82698071,2,1035.0
45,5425.0,4.415924137999999,4575.0,rug,ID-RUG-029,0.84338361,2,725.0
45,5425.0,4.415924137999999,4575.0,lamp,ID-LIG-013,0.904678345,3,625.0
45,5425.0,4.415924137999999,4575.0,chair,ID-CHA-031,0.908844,2,1595.0
45,5425.0,4.415924137999999,4575.0,sofa,ID-SOF-025,0.932037473,1,1445.0
45,5425.0,4.415924137999999,4575.0,table,ID-NIG-001,0.82698071,1,1035.0
46,5425.0,4.415924137999999,4575.0,rug,ID-RUG-029,0.84338361,2,725.0
46,5425.0,4.415924137999999,4575.0,lamp,ID-LIG-013,0.904678345,3,625.0
46,5425.0,4.415924137999999,4575.0,chair,ID-CHA-031,0.908844,2,1595.0
46,5425.0,4.415924137999999,4575.0,sofa,ID-SOF-025,0.932037473,1,1445.0
46,5425.0,4.415924137999999,4575.0,table,ID-TAB-008,0.82698071,2,1035.0
47,7480.0,4.415741206,2520.0,rug,ID-RUG-007,0.845764041,1,2840.0
47,7480.0,4.415741206,2520.0,lamp,ID-LIG-020,0.909713864,1,640.0
47,7480.0,4.415741206,2520.0,chair,ID-CHA-010,0.908889771,1,820.0
47,7480.0,4.415741206,2520.0,sofa,ID-SOF-014,0.928146422,2,2495.0
47,7480.0,4.415741206,2520.0,table,ID-TAB-007,0.823227108,3,685.0
48,8255.0,4.415695435,1745.0,rug,ID-RUG-007,0.845764041,1,2840.0
48,8255.0,4.415695435,1745.0,lamp,ID-LIG-020,0.909713864,1,640.0
48,8255.0,4.415695435,1745.0,chair,ID-CHA-031,0.908844,2,1595.0
48,8255.0,4.415695435,1745.0,sofa,ID-SOF-014,0.928146422,2,2495.0
48,8255.0,4.415695435,1745.0,table,ID-TAB-007,0.823227108,3,685.0
49,6630.0,4.415527583,3370.0,rug,ID-RUG-007,0.845764041,1,2840.0
49,6630.0,4.415527583,3370.0,lamp,ID-LIG-020,0.909713864,1,640.0
49,6630.0,4.415527583,3370.0,chair,ID-CHA-010,0.908889771,1,820.0
49,6630.0,4.415527583,3370.0,sofa,ID-SOF-026,0.927932799,3,1645.0
49,6630.0,4.415527583,3370.0,table,ID-TAB-007,0.823227108,3,685.0
50,7405.0,4.415481812,2595.0,rug,ID-RUG-007,0.845764041,1,2840.0
50,7405.0,4.415481812,2595.0,lamp,ID-LIG-020,0.909713864,1,640.0
50,7405.0,4.415481812,2595.0,chair,ID-CHA-031,0.908844,2,1595.0
50,7405.0,4.415481812,2595.0,sofa,ID-SOF-026,0.927932799,3,1645.0
50,7405.0,4.415481812,2595.0,table,ID-TAB-007,0.823227108,3,685.0
51,4765.0,4.414962946999999,5235.0,rug,ID-RUG-029,0.84338361,2,725.0
51,4765.0,4.414962946999999,5235.0,lamp,ID-LIG-020,0.909713864,1,640.0
51,4765.0,4.414962946999999,5235.0,chair,ID-CHA-007,0.90284729,3,920.0
51,4765.0,4.414962946999999,5235.0,sofa,ID-SOF-025,0.932037473,1,1445.0
51,4765.0,4.414962946999999,5235.0,table,ID-NIG-001,0.82698071,1,1035.0
52,4765.0,4.414962946999999,5235.0,rug,ID-RUG-029,0.84338361,2,725.0
52,4765.0,4.414962946999999,5235.0,lamp,ID-LIG-020,0.909713864,1,640.0
52,4765.0,4.414962946999999,5235.0,chair,ID-CHA-007,0.90284729,3,920.0
52,4765.0,4.414962946999999,5235.0,sofa,ID-SOF-025,0.932037473,1,1445.0
52,4765.0,4.414962946999999,5235.0,table,ID-TAB-008,0.82698071,2,1035.0
53,6270.0,4.414703668,3730.0,rug,ID-RUG-007,0.845764041,1,2840.0
53,6270.0,4.414703668,3730.0,lamp,ID-LIG-018,0.904785275,2,480.0
53,6270.0,4.414703668,3730.0,chair,ID-CHA-010,0.908889771,1,820.0
53,6270.0,4.414703668,3730.0,sofa,ID-SOF-025,0.932037473,1,1445.0
53,6270.0,4.414703668,3730.0,table,ID-TAB-007,0.823227108,3,685.0
54,7045.0,4.414657897,2955.0,rug,ID-RUG-007,0.845764041,1,2840.0
54,7045.0,4.414657897,2955.0,lamp,ID-LIG-018,0.904785275,2,480.0
54,7045.0,4.414657897,2955.0,chair,ID-CHA-031,0.908844,2,1595.0
54,7045.0,4.414657897,2955.0,sofa,ID-SOF-025,0.932037473,1,1445.0
54,7045.0,4.414657897,2955.0,table,ID-TAB-007,0.823227108,3,685.0
55,6415.0,4.414596738,3585.0,rug,ID-RUG-007,0.845764041,1,2840.0
55,6415.0,4.414596738,3585.0,lamp,ID-LIG-013,0.904678345,3,625.0
55,6415.0,4.414596738,3585.0,chair,ID-CHA-010,0.908889771,1,820.0
55,6415.0,4.414596738,3585.0,sofa,ID-SOF-025,0.932037473,1,1445.0
55,6415.0,4.414596738,3585.0,table,ID-TAB-007,0.823227108,3,685.0
56,7670.0,4.414566219,2330.0,rug,ID-RUG-007,0.845764041,1,2840.0
56,7670.0,4.414566219,2330.0,lamp,ID-LIG-018,0.904785275,2,480.0
56,7670.0,4.414566219,2330.0,chair,ID-CHA-010,0.908889771,1,820.0
56,7670.0,4.414566219,2330.0,sofa,ID-SOF-014,0.928146422,2,2495.0
56,7670.0,4.414566219,2330.0,table,ID-NIG-001,0.82698071,1,1035.0
57,7670.0,4.414566219,2330.0,rug,ID-RUG-007,0.845764041,1,2840.0
57,7670.0,4.414566219,2330.0,lamp,ID-LIG-018,0.904785275,2,480.0
57,7670.0,4.414566219,2330.0,chair,ID-CHA-010,0.908889771,1,820.0
57,7670.0,4.414566219,2330.0,sofa,ID-SOF-014,0.928146422,2,2495.0
57,7670.0,4.414566219,2330.0,table,ID-TAB-008,0.82698071,2,1035.0
58,7190.0,4.414550966999999,2810.0,rug,ID-RUG-007,0.845764041,1,2840.0
58,7190.0,4.414550966999999,2810.0,lamp,ID-LIG-013,0.904678345,3,625.0
58,7190.0,4.414550966999999,2810.0,chair,ID-CHA-031,0.908844,2,1595.0
58,7190.0,4.414550966999999,2810.0,sofa,ID-SOF-025,0.932037473,1,1445.0
58,7190.0,4.414550966999999,2810.0,table,ID-TAB-007,0.823227108,3,685.0
59,8445.0,4.414520448,1555.0,rug,ID-RUG-007,0.845764041,1,2840.0
59,8445.0,4.414520448,1555.0,lamp,ID-LIG-018,0.904785275,2,480.0
59,8445.0,4.414520448,1555.0,chair,ID-CHA-031,0.908844,2,1595.0
59,8445.0,4.414520448,1555.0,sofa,ID-SOF-014,0.928146422,2,2495.0
59,8445.0,4.414520448,1555.0,table,ID-NIG-001,0.82698071,1,1035.0
60,8445.0,4.414520448,1555.0,rug,ID-RUG-007,0.845764041,1,2840.0
60,8445.0,4.414520448,1555.0,lamp,ID-LIG-018,0.904785275,2,480.0
60,8445.0,4.414520448,1555.0,chair,ID-CHA-031,0.908844,2,1595.0
60,8445.0,4.414520448,1555.0,sofa,ID-SOF-014,0.928146422,2,2495.0
60,8445.0,4.414520448,1555.0,table,ID-TAB-008,0.82698071,2,1035.0
61,7815.0,4.414459289,2185.0,rug,ID-RUG-007,0.845764041,1,2840.0
61,7815.0,4.414459289,2185.0,lamp,ID-LIG-013,0.904678345,3,625.0
61,7815.0,4.414459289,2185.0,chair,ID-CHA-010,0.908889771,1,820.0
