combination_rank,total_price,total_similarity,budget_remaining,furniture_type,catalog_number,similarity_score,item_rank,price
182,4950.0,4.405822754,5050.0,sofa,ID-SOF-026,0.927932799,3,1645.0
182,4950.0,4.405822754,5050.0,table,ID-TAB-008,0.82698071,2,1035.0
183,4150.0,4.405762137,5850.0,rug,ID-RUG-016,0.83682251,3,720.0
183,4150.0,4.405762137,5850.0,lamp,ID-LIG-018,0.904785275,2,480.0
183,4150.0,4.405762137,5850.0,chair,ID-CHA-010,0.908889771,1,820.0
183,4150.0,4.405762137,5850.0,sofa,ID-SOF-025,0.932037473,1,1445.0
183,4150.0,4.405762137,5850.0,table,ID-TAB-007,0.823227108,3,685.0
184,4925.0,4.405716366,5075.0,rug,ID-RUG-016,0.83682251,3,720.0
184,4925.0,4.405716366,5075.0,lamp,ID-LIG-018,0.904785275,2,480.0
184,4925.0,4.405716366,5075.0,chair,ID-CHA-031,0.908844,2,1595.0
184,4925.0,4.405716366,5075.0,sofa,ID-SOF-025,0.932037473,1,1445.0
184,4925.0,4.405716366,5075.0,table,ID-TAB-007,0.823227108,3,685.0
185,4295.0,4.405655207,5705.0,rug,ID-RUG-016,0.83682251,3,720.0
185,4295.0,4.405655207,5705.0,lamp,ID-LIG-013,0.904678345,3,625.0
185,4295.0,4.405655207,5705.0,chair,ID-CHA-010,0.908889771,1,820.0
185,4295.0,4.405655207,5705.0,sofa,ID-SOF-025,0.932037473,1,1445.0
185,4295.0,4.405655207,5705.0,table,ID-TAB-007,0.823227108,3,685.0
186,5550.0,4.405624688,4450.0,rug,ID-RUG-016,0.83682251,3,720.0
186,5550.0,4.405624688,4450.0,lamp,ID-LIG-018,0.904785275,2,480.0
186,5550.0,4.405624688,4450.0,chair,ID-CHA-010,0.908889771,1,820.0
186,5550.0,4.405624688,4450.0,sofa,ID-SOF-014,0.928146422,2,2495.0
186,5550.0,4.405624688,4450.0,table,ID-NIG-001,0.82698071,1,1035.0
187,5550.0,4.405624688,4450.0,rug,ID-RUG-016,0.83682251,3,720.0
187,5550.0,4.405624688,4450.0,lamp,ID-LIG-018,0.904785275,2,480.0
187,5550.0,4.405624688,4450.0,chair,ID-CHA-010,0.908889771,1,820.0
187,5550.0,4.405624688,4450.0,sofa,ID-SOF-014,0.928146422,2,2495.0
187,5550.0,4.405624688,4450.0,table,ID-TAB-008,0.82698071,2,1035.0
188,5070.0,4.405609436,4930.0,rug,ID-RUG-016,0.83682251,3,720.0
188,5070.0,4.405609436,4930.0,lamp,ID-LIG-013,0.904678345,3,625.0
188,5070.0,4.405609436,4930.0,chair,ID-CHA-031,0.908844,2,1595.0
188,5070.0,4.405609436,4930.0,sofa,ID-SOF-025,0.932037473,1,1445.0
188,5070.0,4.405609436,4930.0,table,ID-TAB-007,0.823227108,3,685.0
189,6325.0,4.405578917,3675.0,rug,ID-RUG-016,0.83682251,3,720.0
189,6325.0,4.405578917,3675.0,lamp,ID-LIG-018,0.904785275,2,480.0
189,6325.0,4.405578917,3675.0,chair,ID-CHA-031,0.908844,2,1595.0
189,6325.0,4.405578917,3675.0,sofa,ID-SOF-014,0.928146422,2,2495.0
189,6325.0,4.405578917,3675.0,table,ID-NIG-001,0.82698071,1,1035.0
190,6325.0,4.405578917,3675.0,rug,ID-RUG-016,0.83682251,3,720.0
190,6325.0,4.405578917,3675.0,lamp,ID-LIG-018,0.904785275,2,480.0
190,6325.0,4.405578917,3675.0,chair,ID-CHA-031,0.908844,2,1595.0
190,6325.0,4.405578917,3675.0,sofa,ID-SOF-014,0.928146422,2,2495.0
190,6325.0,4.405578917,3675.0,table,ID-TAB-008,0.82698071,2,1035.0
191,5695.0,4.405517758,4305.0,rug,ID-RUG-016,0.83682251,3,720.0
191,5695.0,4.405517758,4305.0,lamp,ID-LIG-013,0.904678345,3,625.0
191,5695.0,4.405517758,4305.0,chair,ID-CHA-010,0.908889771,1,820.0
191,5695.0,4.405517758,4305.0,sofa,ID-SOF-014,0.928146422,2,2495.0
191,5695.0,4.405517758,4305.0,table,ID-NIG-001,0.82698071,1,1035.0
192,5695.0,4.405517758,4305.0,rug,ID-RUG-016,0.83682251,3,720.0
192,5695.0,4.405517758,4305.0,lamp,ID-LIG-013,0.904678345,3,625.0
192,5695.0,4.405517758,4305.0,chair,ID-CHA-010,0.908889771,1,820.0
192,5695.0,4.405517758,4305.0,sofa,ID-SOF-014,0.928146422,2,2495.0
192,5695.0,4.405517758,4305.0,table,ID-TAB-008,0.82698071,2,1035.0
193,6470.0,4.405471987,3530.0,rug,ID-RUG-016,0.83682251,3,720.0
193,6470.0,4.405471987,3530.0,lamp,ID-LIG-013,0.904678345,3,625.0
193,6470.0,4.405471987,3530.0,chair,ID-CHA-031,0.908844,2,1595.0
193,6470.0,4.405471987,3530.0,sofa,ID-SOF-014,0.928146422,2,2495.0
193,6470.0,4.405471987,3530.0,table,ID-NIG-001,0.82698071,1,1035.0
194,6470.0,4.405471987,3530.0,rug,ID-RUG-016,0.83682251,3,720.0
194,6470.0,4.405471987,3530.0,lamp,ID-LIG-013,0.904678345,3,625.0
194,6470.0,4.405471987,3530.0,chair,ID-CHA-031,0.908844,2,1595.0
194,6470.0,4.405471987,3530.0,sofa,ID-SOF-014,0.928146422,2,2495.0
194,6470.0,4.405471987,3530.0,table,ID-TAB-008,0.82698071,2,1035.0
195,4700.0,4.405411065,5300.0,rug,ID-RUG-016,0.83682251,3,720.0
195,4700.0,4.405411065,5300.0,lamp,ID-LIG-018,0.904785275,2,480.0
195,4700.0,4.405411065,5300.0,chair,ID-CHA-010,0.908889771,1,820.0
195,4700.0,4.405411065,5300.0,sofa,ID-SOF-026,0.927932799,3,1645.0
195,4700.0,4.405411065,5300.0,table,ID-NIG-001,0.82698071,1,1035.0
196,4700.0,4.405411065,5300.0,rug,ID-RUG-016,0.83682251,3,720.0
196,4700.0,4.405411065,5300.0,lamp,ID-LIG-018,0.904785275,2,480.0
196,4700.0,4.405411065,5300.0,chair,ID-CHA-010,0.908889771,1,820.0
196,4700.0,4.405411065,5300.0,sofa,ID-SOF-026,0.927932799,3,1645.0
196,4700.0,4.405411065,5300.0,table,ID-TAB-008,0.82698071,2,1035.0
197,5475.0,4.405365294,4525.0,rug,ID-RUG-016,0.83682251,3,720.0
197,5475.0,4.405365294,4525.0,lamp,ID-LIG-018,0.904785275,2,480.0
197,5475.0,4.405365294,4525.0,chair,ID-CHA-031,0.908844,2,1595.0
197,5475.0,4.405365294,4525.0,sofa,ID-SOF-026,0.927932799,3,1645.0
197,5475.0,4.405365294,4525.0,table,ID-NIG-001,0.82698071,1,1035.0
198,5475.0,4.405365294,4525.0,rug,ID-RUG-016,0.83682251,3,720.0
198,5475.0,4.405365294,4525.0,lamp,ID-LIG-018,0.904785275,2,480.0
198,5475.0,4.405365294,4525.0,chair,ID-CHA-031,0.908844,2,1595.0
198,5475.0,4.405365294,4525.0,sofa,ID-SOF-026,0.927932799,3,1645.0
198,5475.0,4.405365294,4525.0,table,ID-TAB-008,0.82698071,2,1035.0
199,4845.0,4.405304135,5155.0,rug,ID-RUG-016,0.83682251,3,720.0
199,4845.0,4.405304135,5155.0,lamp,ID-LIG-013,0.904678345,3,625.0
199,4845.0,4.405304135,5155.0,chair,ID-CHA-010,0.908889771,1,820.0
199,4845.0,4.405304135,5155.0,sofa,ID-SOF-026,0.927932799,3,1645.0
199,4845.0,4.405304135,5155.0,table,ID-NIG-001,0.82698071,1,1035.0
200,4845.0,4.405304135,5155.0,rug,ID-RUG-016,0.83682251,3,720.0
200,4845.0,4.405304135,5155.0,lamp,ID-LIG-013,0.904678345,3,625.0
200,4845.0,4.405304135,5155.0,chair,ID-CHA-010,0.908889771,1,820.0
200,4845.0,4.405304135,5155.0,sofa,ID-SOF-026,0.927932799,3,1645.0
200,4845.0,4.405304135,5155.0,table,ID-TAB-008,0.82698071,2,1035.0
201,5620.0,4.405258364,4380.0,rug,ID-RUG-016,0.83682251,3,720.0
201,5620.0,4.405258364,4380.0,lamp,ID-LIG-013,0.904678345,3,625.0
201,5620.0,4.405258364,4380.0,chair,ID-CHA-031,0.908844,2,1595.0
201,5620.0,4.405258364,4380.0,sofa,ID-SOF-026,0.927932799,3,1645.0
201,5620.0,4.405258364,4380.0,table,ID-NIG-001,0.82698071,1,1035.0
202,5620.0,4.405258364,4380.0,rug,ID-RUG-016,0.83682251,3,720.0
202,5620.0,4.405258364,4380.0,lamp,ID-LIG-013,0.904678345,3,625.0
202,5620.0,4.405258364,4380.0,chair,ID-CHA-031,0.908844,2,1595.0
202,5620.0,4.405258364,4380.0,sofa,ID-SOF-026,0.927932799,3,1645.0
202,5620.0,4.405258364,4380.0,table,ID-TAB-008,0.82698071,2,1035.0
203,7420.0,4.404770136000001,2580.0,rug,ID-RUG-007,0.845764041,1,2840.0
203,7420.0,4.404770136000001,2580.0,lamp,ID-LIG-018,0.904785275,2,480.0
203,7420.0,4.404770136000001,2580.0,chair,ID-CHA-007,0.90284729,3,920.0
203,7420.0,4.404770136000001,2580.0,sofa,ID-SOF-014,0.928146422,2,2495.0
203,7420.0,4.404770136000001,2580.0,table,ID-TAB-007,0.823227108,3,685.0
204,7565.0,4.404663206,2435.0,rug,ID-RUG-007,0.845764041,1,2840.0
204,7565.0,4.404663206,2435.0,lamp,ID-LIG-013,0.904678345,3,625.0
204,7565.0,4.404663206,2435.0,chair,ID-CHA-007,0.90284729,3,920.0
204,7565.0,4.404663206,2435.0,sofa,ID-SOF-014,0.928146422,2,2495.0
204,7565.0,4.404663206,2435.0,table,ID-TAB-007,0.823227108,3,685.0
205,4410.0,4.404648245,5590.0,rug,ID-RUG-016,0.83682251,3,720.0
205,4410.0,4.404648245,5590.0,lamp,ID-LIG-020,0.909713864,1,640.0
205,4410.0,4.404648245,5590.0,chair,ID-CHA-007,0.90284729,3,920.0
205,4410.0,4.404648245,5590.0,sofa,ID-SOF-025,0.932037473,1,1445.0
205,4410.0,4.404648245,5590.0,table,ID-TAB-007,0.823227108,3,685.0
206,6570.0,4.404556513,3430.0,rug,ID-RUG-007,0.845764041,1,2840.0
206,6570.0,4.404556513,3430.0,lamp,ID-LIG-018,0.904785275,2,480.0
206,6570.0,4.404556513,3430.0,chair,ID-CHA-007,0.90284729,3,920.0
206,6570.0,4.404556513,3430.0,sofa,ID-SOF-026,0.927932799,3,1645.0
206,6570.0,4.404556513,3430.0,table,ID-TAB-007,0.823227108,3,685.0
207,5810.0,4.404510796,4190.0,rug,ID-RUG-016,0.83682251,3,720.0
207,5810.0,4.404510796,4190.0,lamp,ID-LIG-020,0.909713864,1,640.0
207,5810.0,4.404510796,4190.0,chair,ID-CHA-007,0.90284729,3,920.0
207,5810.0,4.404510796,4190.0,sofa,ID-SOF-014,0.928146422,2,2495.0
207,5810.0,4.404510796,4190.0,table,ID-NIG-001,0.82698071,1,1035.0
208,5810.0,4.404510796,4190.0,rug,ID-RUG-016,0.83682251,3,720.0
208,5810.0,4.404510796,4190.0,lamp,ID-LIG-020,0.909713864,1,640.0
208,5810.0,4.404510796,4190.0,chair,ID-CHA-007,0.90284729,3,920.0
208,5810.0,4.404510796,4190.0,sofa,ID-SOF-014,0.928146422,2,2495.0
208,5810.0,4.404510796,4190.0,table,ID-TAB-008,0.82698071,2,1035.0
209,6715.0,4.404449583,3285.0,rug,ID-RUG-007,0.845764041,1,2840.0
209,6715.0,4.404449583,3285.0,lamp,ID-LIG-013,0.904678345,3,625.0
209,6715.0,4.404449583,3285.0,chair,ID-CHA-007,0.90284729,3,920.0
209,6715.0,4.404449583,3285.0,sofa,ID-SOF-026,0.927932799,3,1645.0
209,6715.0,4.404449583,3285.0,table,ID-TAB-007,0.823227108,3,685.0
210,4960.0,4.404297173,5040.0,rug,ID-RUG-016,0.83682251,3,720.0
210,4960.0,4.404297173,5040.0,lamp,ID-LIG-020,0.909713864,1,640.0
210,4960.0,4.404297173,5040.0,chair,ID-CHA-007,0.90284729,3,920.0
210,4960.0,4.404297173,5040.0,sofa,ID-SOF-026,0.927932799,3,1645.0
210,4960.0,4.404297173,5040.0,table,ID-NIG-001,0.82698071,1,1035.0
211,4960.0,4.404297173,5040.0,rug,ID-RUG-016,0.83682251,3,720.0
211,4960.0,4.404297173,5040.0,lamp,ID-LIG-020,0.909713864,1,640.0
211,4960.0,4.404297173,5040.0,chair,ID-CHA-007,0.90284729,3,920.0
211,4960.0,4.404297173,5040.0,sofa,ID-SOF-026,0.927932799,3,1645.0
211,4960.0,4.404297173,5040.0,table,ID-TAB-008,0.82698071,2,1035.0
212,4600.0,4.403473258,5400.0,rug,ID-RUG-016,0.83682251,3,720.0
212,4600.0,4.403473258,5400.0,lamp,ID-LIG-018,0.904785275,2,480.0
212,4600.0,4.403473258,5400.0,chair,ID-CHA-007,0.90284729,3,920.0
212,4600.0,4.403473258,5400.0,sofa,ID-SOF-025,0.932037473,1,1445.0
212,4600.0,4.403473258,5400.0,table,ID-NIG-001,0.82698071,1,1035.0
213,4600.0,4.403473258,5400.0,rug,ID-RUG-016,0.83682251,3,720.0
213,4600.0,4.403473258,5400.0,lamp,ID-LIG-018,0.904785275,2,480.0
213,4600.0,4.403473258,5400.0,chair,ID-CHA-007,0.90284729,3,920.0
213,4600.0,4.403473258,5400.0,sofa,ID-SOF-025,0.932037473,1,1445.0
213,4600.0,4.403473258,5400.0,table,ID-TAB-008,0.82698071,2,1035.0
214,4745.0,4.403366328,5255.0,rug,ID-RUG-016,0.83682251,3,720.0
214,4745.0,4.403366328,5255.0,lamp,ID-LIG-013,0.904678345,3,625.0
214,4745.0,4.403366328,5255.0,chair,ID-CHA-007,0.90284729,3,920.0
214,4745.0,4.403366328,5255.0,sofa,ID-SOF-025,0.932037473,1,1445.0
214,4745.0,4.403366328,5255.0,table,ID-NIG-001,0.82698071,1,1035.0
215,4745.0,4.403366328,5255.0,rug,ID-RUG-016,0.83682251,3,720.0
215,4745.0,4.403366328,5255.0,lamp,ID-LIG-013,0.904678345,3,625.0
215,4745.0,4.403366328,5255.0,chair,ID-CHA-007,0.90284729,3,920.0
215,4745.0,4.403366328,5255.0,sofa,ID-SOF-025,0.932037473,1,1445.0
215,4745.0,4.403366328,5255.0,table,ID-TAB-008,0.82698071,2,1035.0
216,5305.0,4.402389705,4695.0,rug,ID-RUG-029,0.84338361,2,725.0
216,5305.0,4.402389705,4695.0,lamp,ID-LIG-018,0.904785275,2,480.0
216,5305.0,4.402389705,4695.0,chair,ID-CHA-007,0.90284729,3,920.0
216,5305.0,4.402389705,4695.0,sofa,ID-SOF-014,0.928146422,2,2495.0
216,5305.0,4.402389705,4695.0,table,ID-TAB-007,0.823227108,3,685.0
217,5450.0,4.402282775,4550.0,rug,ID-RUG-029,0.84338361,2,725.0
217,5450.0,4.402282775,4550.0,lamp,ID-LIG-013,0.904678345,3,625.0
217,5450.0,4.402282775,4550.0,chair,ID-CHA-007,0.90284729,3,920.0
217,5450.0,4.402282775,4550.0,sofa,ID-SOF-014,0.928146422,2,2495.0
217,5450.0,4.402282775,4550.0,table,ID-TAB-007,0.823227108,3,685.0
218,4455.0,4.402176082,5545.0,rug,ID-RUG-029,0.84338361,2,725.0
218,4455.0,4.402176082,5545.0,lamp,ID-LIG-018,0.904785275,2,480.0
218,4455.0,4.402176082,5545.0,chair,ID-CHA-007,0.90284729,3,920.0
218,4455.0,4.402176082,5545.0,sofa,ID-SOF-026,0.927932799,3,1645.0
218,4455.0,4.402176082,5545.0,table,ID-TAB-007,0.823227108,3,685.0
219,4600.0,4.402069152,5400.0,rug,ID-RUG-029,0.84338361,2,725.0
219,4600.0,4.402069152,5400.0,lamp,ID-LIG-013,0.904678345,3,625.0
219,4600.0,4.402069152,5400.0,chair,ID-CHA-007,0.90284729,3,920.0
219,4600.0,4.402069152,5400.0,sofa,ID-SOF-026,0.927932799,3,1645.0
219,4600.0,4.402069152,5400.0,table,ID-TAB-007,0.823227108,3,685.0
220,5200.0,4.401871086,4800.0,rug,ID-RUG-016,0.83682251,3,720.0
220,5200.0,4.401871086,4800.0,lamp,ID-LIG-018,0.904785275,2,480.0
220,5200.0,4.401871086,4800.0,chair,ID-CHA-010,0.908889771,1,820.0
220,5200.0,4.401871086,4800.0,sofa,ID-SOF-014,0.928146422,2,2495.0
220,5200.0,4.401871086,4800.0,table,ID-TAB-007,0.823227108,3,685.0
221,5975.0,4.401825315,4025.0,rug,ID-RUG-016,0.83682251,3,720.0
221,5975.0,4.401825315,4025.0,lamp,ID-LIG-018,0.904785275,2,480.0
221,5975.0,4.401825315,4025.0,chair,ID-CHA-031,0.908844,2,1595.0
221,5975.0,4.401825315,4025.0,sofa,ID-SOF-014,0.928146422,2,2495.0
221,5975.0,4.401825315,4025.0,table,ID-TAB-007,0.823227108,3,685.0
222,5345.0,4.4017641560000005,4655.0,rug,ID-RUG-016,0.83682251,3,720.0
222,5345.0,4.4017641560000005,4655.0,lamp,ID-LIG-013,0.904678345,3,625.0
222,5345.0,4.4017641560000005,4655.0,chair,ID-CHA-010,0.908889771,1,820.0
222,5345.0,4.4017641560000005,4655.0,sofa,ID-SOF-014,0.928146422,2,2495.0
222,5345.0,4.4017641560000005,4655.0,table,ID-TAB-007,0.823227108,3,685.0
223,6120.0,4.401718385000001,3880.0,rug,ID-RUG-016,0.83682251,3,720.0
223,6120.0,4.401718385000001,3880.0,lamp,ID-LIG-013,0.904678345,3,625.0
223,6120.0,4.401718385000001,3880.0,chair,ID-CHA-031,0.908844,2,1595.0
223,6120.0,4.401718385000001,3880.0,sofa,ID-SOF-014,0.928146422,2,2495.0
223,6120.0,4.401718385000001,3880.0,table,ID-TAB-007,0.823227108,3,685.0
224,4350.0,4.401657463,5650.0,rug,ID-RUG-016,0.83682251,3,720.0
224,4350.0,4.401657463,5650.0,lamp,ID-LIG-018,0.904785275,2,480.0
224,4350.0,4.401657463,5650.0,chair,ID-CHA-010,0.908889771,1,820.0
224,4350.0,4.401657463,5650.0,sofa,ID-SOF-026,0.927932799,3,1645.0
224,4350.0,4.401657463,5650.0,table,ID-TAB-007,0.823227108,3,685.0
225,5125.0,4.401611692,4875.0,rug,ID-RUG-016,0.83682251,3,720.0
225,5125.0,4.401611692,4875.0,lamp,ID-LIG-018,0.904785275,2,480.0
225,5125.0,4.401611692,4875.0,chair,ID-CHA-031,0.908844,2,1595.0
225,5125.0,4.401611692,4875.0,sofa,ID-SOF-026,0.927932799,3,1645.0
225,5125.0,4.401611692,4875.0,table,ID-TAB-007,0.823227108,3,685.0
226,4495.0,4.401550533,5505.0,rug,ID-RUG-016,0.83682251,3,720.0
226,4495.0,4.401550533,5505.0,lamp,ID-LIG-013,0.904678345,3,625.0
226,4495.0,4.401550533,5505.0,chair,ID-CHA-010,0.908889771,1,820.0
226,4495.0,4.401550533,5505.0,sofa,ID-SOF-026,0.927932799,3,1645.0
226,4495.0,4.401550533,5505.0,table,ID-TAB-007,0.823227108,3,685.0
227,5270.0,4.401504762,4730.0,rug,ID-RUG-016,0.83682251,3,720.0
227,5270.0,4.401504762,4730.0,lamp,ID-LIG-013,0.904678345,3,625.0
227,5270.0,4.401504762,4730.0,chair,ID-CHA-031,0.908844,2,1595.0
227,5270.0,4.401504762,4730.0,sofa,ID-SOF-026,0.927932799,3,1645.0
227,5270.0,4.401504762,4730.0,table,ID-TAB-007,0.823227108,3,685.0
228,5460.0,4.4007571940000005,4540.0,rug,ID-RUG-016,0.83682251,3,720.0
228,5460.0,4.4007571940000005,4540.0,lamp,ID-LIG-020,0.909713864,1,640.0
228,5460.0,4.4007571940000005,4540.0,chair,ID-CHA-007,0.90284729,3,920.0
228,5460.0,4.4007571940000005,4540.0,sofa,ID-SOF-014,0.928146422,2,2495.0
228,5460.0,4.4007571940000005,4540.0,table,ID-TAB-007,0.823227108,3,685.0
229,4610.0,4.400543571,5390.0,rug,ID-RUG-016,0.83682251,3,720.0
229,4610.0,4.400543571,5390.0,lamp,ID-LIG-020,0.909713864,1,640.0
229,4610.0,4.400543571,5390.0,chair,ID-CHA-007,0.90284729,3,920.0
229,4610.0,4.400543571,5390.0,sofa,ID-SOF-026,0.927932799,3,1645.0
229,4610.0,4.400543571,5390.0,table,ID-TAB-007,0.823227108,3,685.0
230,4250.0,4.399719655999999,5750.0,rug,ID-RUG-016,0.83682251,3,720.0
230,4250.0,4.399719655999999,5750.0,lamp,ID-LIG-018,0.904785275,2,480.0
230,4250.0,4.399719655999999,5750.0,chair,ID-CHA-007,0.90284729,3,920.0
230,4250.0,4.399719655999999,5750.0,sofa,ID-SOF-025,0.932037473,1,1445.0
230,4250.0,4.399719655999999,5750.0,table,ID-TAB-007,0.823227108,3,685.0
231,4395.0,4.399612726,5605.0,rug,ID-RUG-016,0.83682251,3,720.0
231,4395.0,4.399612726,5605.0,lamp,ID-LIG-013,0.904678345,3,625.0
231,4395.0,4.399612726,5605.0,chair,ID-CHA-007,0.90284729,3,920.0
231,4395.0,4.399612726,5605.0,sofa,ID-SOF-025,0.932037473,1,1445.0
231,4395.0,4.399612726,5605.0,table,ID-TAB-007,0.823227108,3,685.0
232,5650.0,4.399582207,4350.0,rug,ID-RUG-016,0.83682251,3,720.0
232,5650.0,4.399582207,4350.0,lamp,ID-LIG-018,0.904785275,2,480.0
232,5650.0,4.399582207,4350.0,chair,ID-CHA-007,0.90284729,3,920.0
232,5650.0,4.399582207,4350.0,sofa,ID-SOF-014,0.928146422,2,2495.0
232,5650.0,4.399582207,4350.0,table,ID-NIG-001,0.82698071,1,1035.0
233,5650.0,4.399582207,4350.0,rug,ID-RUG-016,0.83682251,3,720.0
233,5650.0,4.399582207,4350.0,lamp,ID-LIG-018,0.904785275,2,480.0
233,5650.0,4.399582207,4350.0,chair,ID-CHA-007,0.90284729,3,920.0
233,5650.0,4.399582207,4350.0,sofa,ID-SOF-014,0.928146422,2,2495.0
233,5650.0,4.399582207,4350.0,table,ID-TAB-008,0.82698071,2,1035.0
234,5795.0,4.399475277,4205.0,rug,ID-RUG-016,0.83682251,3,720.0
234,5795.0,4.399475277,4205.0,lamp,ID-LIG-013,0.904678345,3,625.0
234,5795.0,4.399475277,4205.0,chair,ID-CHA-007,0.90284729,3,920.0
234,5795.0,4.399475277,4205.0,sofa,ID-SOF-014,0.928146422,2,2495.0
234,5795.0,4.399475277,4205.0,table,ID-NIG-001,0.82698071,1,1035.0
235,5795.0,4.399475277,4205.0,rug,ID-RUG-016,0.83682251,3,720.0
235,5795.0,4.399475277,4205.0,lamp,ID-LIG-013,0.904678345,3,625.0
235,5795.0,4.399475277,4205.0,chair,ID-CHA-007,0.90284729,3,920.0
235,5795.0,4.399475277,4205.0,sofa,ID-SOF-014,0.928146422,2,2495.0
235,5795.0,4.399475277,4205.0,table,ID-TAB-008,0.82698071,2,1035.0
236,4800.0,4.399368583999999,5200.0,rug,ID-RUG-016,0.83682251,3,720.0
236,4800.0,4.399368583999999,5200.0,lamp,ID-LIG-018,0.904785275,2,480.0
236,4800.0,4.399368583999999,5200.0,chair,ID-CHA-007,0.90284729,3,920.0
236,4800.0,4.399368583999999,5200.0,sofa,ID-SOF-026,0.927932799,3,1645.0
236,4800.0,4.399368583999999,5200.0,table,ID-NIG-001,0.82698071,1,1035.0
237,4800.0,4.399368583999999,5200.0,rug,ID-RUG-016,0.83682251,3,720.0
237,4800.0,4.399368583999999,5200.0,lamp,ID-LIG-018,0.904785275,2,480.0
237,4800.0,4.399368583999999,5200.0,chair,ID-CHA-007,0.90284729,3,920.0
237,4800.0,4.399368583999999,5200.0,sofa,ID-SOF-026,0.927932799,3,1645.0
237,4800.0,4.399368583999999,5200.0,table,ID-TAB-008,0.82698071,2,1035.0
238,4945.0,4.399261654,5055.0,rug,ID-RUG-016,0.83682251,3,720.0
238,4945.0,4.399261654,5055.0,lamp,ID-LIG-013,0.904678345,3,625.0
238,4945.0,4.399261654,5055.0,chair,ID-CHA-007,0.90284729,3,920.0
238,4945.0,4.399261654,5055.0,sofa,ID-SOF-026,0.927932799,3,1645.0
238,4945.0,4.399261654,5055.0,table,ID-NIG-001,0.82698071,1,1035.0
239,4945.0,4.399261654,5055.0,rug,ID-RUG-016,0.83682251,3,720.0
239,4945.0,4.399261654,5055.0,lamp,ID-LIG-013,0.904678345,3,625.0
239,4945.0,4.399261654,5055.0,chair,ID-CHA-007,0.90284729,3,920.0
239,4945.0,4.399261654,5055.0,sofa,ID-SOF-026,0.927932799,3,1645.0
239,4945.0,4.399261654,5055.0,table,ID-TAB-008,0.82698071,2,1035.0
240,5300.0,4.395828605,4700.0,rug,ID-RUG-016,0.83682251,3,720.0
240,5300.0,4.395828605,4700.0,lamp,ID-LIG-018,0.904785275,2,480.0
240,5300.0,4.395828605,4700.0,chair,ID-CHA-007,0.90284729,3,920.0
240,5300.0,4.395828605,4700.0,sofa,ID-SOF-014,0.928146422,2,2495.0
240,5300.0,4.395828605,4700.0,table,ID-TAB-007,0.823227108,3,685.0
241,5445.0,4.395721675,4555.0,rug,ID-RUG-016,0.83682251,3,720.0
241,5445.0,4.395721675,4555.0,lamp,ID-LIG-013,0.904678345,3,625.0
241,5445.0,4.395721675,4555.0,chair,ID-CHA-007,0.90284729,3,920.0
241,5445.0,4.395721675,4555.0,sofa,ID-SOF-014,0.928146422,2,2495.0
241,5445.0,4.395721675,4555.0,table,ID-TAB-007,0.823227108,3,685.0
242,4450.0,4.395614982,5550.0,rug,ID-RUG-016,0.83682251,3,720.0
242,4450.0,4.395614982,5550.0,lamp,ID-LIG-018,0.904785275,2,480.0
242,4450.0,4.395614982,5550.0,chair,ID-CHA-007,0.90284729,3,920.0
242,4450.0,4.395614982,5550.0,sofa,ID-SOF-026,0.927932799,3,1645.0
242,4450.0,4.395614982,5550.0,table,ID-TAB-007,0.823227108,3,685.0
243,4595.0,4.395508052,5405.0,rug,ID-RUG-016,0.83682251,3,720.0
243,4595.0,4.395508052,5405.0,lamp,ID-LIG-013,0.904678345,3,625.0
243,4595.0,4.395508052,5405.0,chair,ID-CHA-007,0.90284729,3,920.0
243,4595.0,4.395508052,5405.0,sofa,ID-SOF-026,0.927932799,3,1645.0
243,4595.0,4.395508052,5405.0,table,ID-TAB-007,0.823227108,3,685.0
